time,seconds_elapsed,activity
1776554206508000000,0.075,unknown
1776554206815000000,0.382,stationary
1776554207424000000,0.991,unknown
1776554209038000000,2.605000244140625,unknown
1776554211272000000,4.839,unknown
1776554213846000000,7.413000244140625,walking
1776554214156000000,7.723,walking
1776554218348000000,11.915,walking
1776554221554000000,15.120999755859375,walking
