time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1776870092548000000,1.013,0.10000000149011612,charging,true
1776870093549000000,2.014,0.10000000149011612,charging,true
1776870094549000000,3.014,0.10000000149011612,charging,true
1776870095550000000,4.015000244140625,0.10000000149011612,charging,true
1776870096550000000,5.015000244140625,0.10000000149011612,charging,true
1776870097551000000,6.016,0.10000000149011612,charging,true
1776870098551000000,7.016,0.10000000149011612,charging,true
1776870099552000000,8.017,0.10000000149011612,charging,true
1776870100552000000,9.017,0.10000000149011612,charging,true
1776870101553000000,10.018,0.10000000149011612,charging,true
1776870102553000000,11.018,0.10000000149011612,charging,true
1776870103554000000,12.018999755859374,0.10000000149011612,charging,true
1776870104554000000,13.018999755859374,0.10000000149011612,charging,true
1776870105555000000,14.02,0.10000000149011612,charging,true
1776870106555000000,15.02,0.10000000149011612,charging,true
1776870107556000000,16.021,0.10000000149011612,charging,true
1776870108556000000,17.021,0.10000000149011612,charging,true
1776870109557000000,18.022,0.10000000149011612,charging,true
1776870110557000000,19.022,0.10000000149011612,charging,true
1776870111558000000,20.023000244140626,0.10000000149011612,charging,true
1776870112558000000,21.023000244140626,0.10000000149011612,charging,true
1776870113559000000,22.024,0.15000000596046448,charging,true
1776870114559000000,23.024,0.15000000596046448,charging,true
1776870115560000000,24.025,0.15000000596046448,charging,true
1776870116561000000,25.026,0.15000000596046448,charging,true
1776870117561000000,26.026,0.15000000596046448,charging,true
1776870118562000000,27.026999755859375,0.15000000596046448,charging,true
1776870119562000000,28.026999755859375,0.15000000596046448,charging,true
1776870120562000000,29.026999755859375,0.15000000596046448,charging,true
1776870121563000000,30.028,0.15000000596046448,charging,true
1776870122566000000,31.031000244140625,0.15000000596046448,charging,true
1776870123566000000,32.03100024414063,0.15000000596046448,charging,true
1776870124568000000,33.033,0.15000000596046448,charging,true
1776870125570000000,34.034999755859374,0.15000000596046448,charging,true
1776870126570000000,35.034999755859374,0.15000000596046448,charging,true
1776870127571000000,36.036,0.15000000596046448,charging,true
1776870128572000000,37.037,0.15000000596046448,charging,true
1776870129577000000,38.042,0.15000000596046448,charging,true
1776870130581000000,39.046,0.15000000596046448,charging,true
1776870131584000000,40.049,0.15000000596046448,charging,true
1776870132588000000,41.053,0.15000000596046448,charging,true
1776870133588000000,42.053,0.15000000596046448,charging,true
1776870134589000000,43.054,0.15000000596046448,charging,true
1776870135590000000,44.05500024414062,0.15000000596046448,charging,true
1776870136590000000,45.05500024414062,0.15000000596046448,charging,true
1776870137591000000,46.056,0.15000000596046448,charging,true
1776870138591000000,47.056,0.15000000596046448,charging,true
1776870139592000000,48.057,0.15000000596046448,charging,true
1776870140592000000,49.057,0.15000000596046448,charging,true
1776870141593000000,50.058,0.15000000596046448,charging,true
1776870142593000000,51.058,0.15000000596046448,charging,true
1776870143594000000,52.058999755859375,0.15000000596046448,charging,true
1776870144595000000,53.06,0.15000000596046448,charging,true
1776870145599000000,54.064,0.15000000596046448,charging,true
1776870146604000000,55.069,0.15000000596046448,charging,true
1776870147609000000,56.074,0.15000000596046448,charging,true
1776870148613000000,57.078,0.15000000596046448,charging,true
1776870149614000000,58.07900024414062,0.20000000298023224,charging,true
1776870150615000000,59.08,0.20000000298023224,charging,true
1776870151617000000,60.082,0.20000000298023224,charging,true
1776870152617000000,61.082,0.20000000298023224,charging,true
1776870153635000000,62.1,0.20000000298023224,charging,true
1776870154634000000,63.098999755859374,0.20000000298023224,charging,true
1776870155637000000,64.102,0.20000000298023224,charging,true
1776870156641000000,65.106,0.20000000298023224,charging,true
