time,seconds_elapsed,activity
1776870091618000000,0.082999755859375,walking
1776870095709000000,4.174,walking
1776870100843000000,9.308,walking
1776870123971000000,32.436,unknown
1776870141967000000,50.432,walking
1776870154800000000,63.265,walking
1776870155757000000,64.222,stationary
1776870156398000000,64.86300024414062,walking
