time,seconds_elapsed,activity
1776870883347000000,0.073,walking
1776870884675000000,1.401,walking
1776870886940000000,3.666,walking
1776870892076000000,8.802,walking
1776870896561000000,13.287,walking
1776870899787000000,16.513,walking
1776870938333000000,55.059,unknown
1776870946351000000,63.077,unknown
