time,seconds_elapsed,activity
1776556117021000000,0.174,unknown
1776556120229000000,3.382,unknown
1776556125375000000,8.528,unknown
1776556133084000000,16.237,unknown
1776556138224000000,21.377,walking
1776556171633000000,54.786,walking
1776556174206000000,57.359000244140624,walking
1776556189623000000,72.776,walking
1776556192531000000,75.684,walking
1776556194778000000,77.93099975585938,walking
