time,seconds_elapsed,magneticBearing
1776555956507337200,0.225337158203125,236.4498027261012
1776555956517378300,0.23537841796875,236.50382356139846
1776555956527420200,0.245420166015625,233.71044560726227
1776555956537461200,0.255461181640625,234.1689563814911
1776555956547503400,0.26550341796875,236.2593194574456
1776555956557544200,0.275544189453125,236.88334150645585
1776555956567586300,0.28558642578125,236.75841950771655
1776555956577627100,0.295627197265625,237.04946836443662
1776555956587668200,0.305668212890625,237.9651027485073
1776555956597710000,0.3157099609375,237.99525645632735
1776555956607751200,0.325751220703125,239.05890666667054
1776555956617793300,0.335793212890625,238.73208456306932
1776555956627834400,0.34583447265625,237.06688798746023
1776555956637876200,0.355876220703125,238.23916202331569
1776555956647917300,0.365917236328125,239.32878025410935
1776555956657959200,0.375959228515625,239.85237415941415
1776555956668000300,0.386000244140625,240.78263778535208
1776555956678042000,0.3960419921875,239.64202171091335
1776555956688083200,0.406083251953125,240.9567590001346
1776555956698124300,0.416124267578125,241.32521666156362
1776555956708166100,0.426166259765625,239.60959284139452
1776555956718207200,0.436207275390625,240.80626895739306
1776555956728249300,0.446249267578125,240.57251944306165
1776555956738290400,0.45629052734375,241.06512062919057
1776555956748332300,0.466332275390625,239.48517282845222
1776555956758373400,0.476373291015625,234.9914343243638
1776555956768415200,0.486415283203125,238.0054354976811
1776555956778456300,0.496456298828125,240.41260872680692
1776555956788498200,0.506498291015625,242.94239993537633
1776555956798539300,0.516539306640625,243.4266904447756
1776555956808581000,0.5265810546875,239.42656819237612
1776555956818622200,0.536622314453125,241.65067352794966
1776555956828663000,0.5466630859375,242.5214164762034
1776555956838705400,0.556705322265625,242.35653742952053
1776555956848746200,0.566746337890625,235.68132307917733
1776555956858788400,0.576788330078125,229.82896784304523
1776555956868829200,0.5868291015625,231.18744557591958
1776555956878871300,0.596871337890625,226.7270644206126
1776555956888912100,0.606912109375,222.91523006546356
1776555956898954200,0.616954345703125,228.79860327622356
1776555956908995000,0.6269951171875,219.5590459643034
1776555956919037400,0.637037353515625,212.96173259634736
1776555956929078300,0.647078369140625,223.58347761855512
1776555956939120400,0.657120361328125,208.50125371507428
1776555956949161200,0.6671611328125,190.6023496486203
1776555956959203300,0.677203369140625,168.7745830830844
1776555956969244200,0.687244140625,208.50592258806475
1776555956979285200,0.69728515625,149.27883982454122
1776555956989327000,0.7073271484375,173.62762232247877
1776555956999368200,0.7173681640625,224.81627986690935
1776555957009410000,0.72741015625,240.7622852884976
1776555957019451100,0.737451171875,239.06075734903308
1776555957029493200,0.7474931640625,234.12456546869424
1776555957039534300,0.757534423828125,224.0722820356041
1776555957049576200,0.767576171875,208.82275306186938
1776555957059617300,0.7776171875,218.99382580188686
1776555957069659100,0.7876591796875,218.2555907508098
1776555957079700200,0.7977001953125,206.52768706271473
1776555957089742000,0.8077421875,195.04015504253587
1776555957099783200,0.817783203125,209.24596540407524
1776555957109825000,0.827824951171875,213.4847705568615
1776555957119866000,0.8378662109375,206.19149395137833
1776555957129907200,0.8479072265625,216.8113853447809
1776555957139949300,0.85794921875,217.17392621388626
1776555957149990400,0.867990478515625,217.3756980011796
1776555957160032300,0.8780322265625,220.34887694389369
1776555957170073300,0.8880732421875,222.6091664715821
1776555957180115200,0.898115234375,224.4149606622002
1776555957190156300,0.90815625,224.15727027058875
1776555957200198100,0.9181982421875,225.62700724254682
1776555957210239200,0.9282392578125,221.3012293725977
1776555957220280800,0.93828076171875,222.44869728061383
1776555957230322000,0.948322021484375,219.4026052396921
1776555957240363800,0.95836376953125,216.5258599465449
1776555957250404900,0.96840478515625,215.78690439201517
1776555957260446700,0.97844677734375,213.86362833553594
1776555957270487800,0.98848779296875,213.10116726425454
1776555957280530000,0.998530029296875,211.33485692914982
1776555957290571000,1.008571044921875,205.29499470908206
1776555957300612900,1.01861279296875,200.83955914080025
1776555957310654000,1.028654052734375,211.04668628161494
1776555957320695800,1.03869580078125,211.5610144320488
1776555957330737000,1.04873681640625,211.41096771431924
1776555957340778000,1.058778076171875,211.60342559776734
1776555957350819800,1.06881982421875,211.33841739174667
1776555957360861000,1.07886083984375,210.13363840272825
1776555957370902800,1.08890283203125,209.7650621313433
1776555957380944000,1.09894384765625,208.7481870611823
1776555957390986000,1.108986083984375,207.64113688674263
1776555957401027000,1.119027099609375,207.37650995984689
1776555957411069000,1.12906884765625,207.60005164614586
1776555957421110000,1.139110107421875,205.72586618568945
1776555957431151900,1.14915185546875,206.135186499727
1776555957441193000,1.15919287109375,206.64799630277108
1776555957451234800,1.16923486328125,207.2542169086319
1776555957461276000,1.17927587890625,205.8455433570605
1776555957471318000,1.189318115234375,204.28367108748182
1776555957481359000,1.199359130859375,204.3919244192406
1776555957491401000,1.20940087890625,203.74369609795198
1776555957501442000,1.219442138671875,203.6727330561218
1776555957511484000,1.22948388671875,204.08370357639598
1776555957521525000,1.23952490234375,202.46840701664874
1776555957531566800,1.24956689453125,201.9327382973399
1776555957541608000,1.25960791015625,201.9327382973399
1776555957551649800,1.26964990234375,200.38416926296784
1776555957561691000,1.27969091796875,201.00654700013288
1776555957571733000,1.28973291015625,198.9672119851959
1776555957581774000,1.299774169921875,197.330270658677
1776555957591816000,1.30981591796875,196.83597439629136
1776555957601857000,1.31985693359375,196.11514790616326
1776555957611897900,1.32989794921875,195.64895137132888
1776555957621940000,1.33993994140625,196.89403419313794
1776555957631980800,1.349980712890625,197.2531757242946
1776555957642023000,1.36002294921875,197.38496906120326
1776555957652063700,1.370063720703125,195.83785290935757
1776555957662105900,1.38010595703125,192.30146149799867
1776555957672146700,1.390146728515625,190.49681045126144
1776555957682189000,1.40018896484375,188.3447388590761
1776555957692230000,1.41022998046875,187.05438380847613
1776555957702272000,1.42027197265625,185.04573361289073
1776555957712312800,1.430312744140625,180.1892252205509
1776555957722355000,1.44035498046875,179.3989423095034
1776555957732395800,1.450395751953125,176.3524674653432
1776555957742438000,1.46043798828125,174.6560250797353
1776555957752478700,1.470478759765625,170.4989362028975
1776555957762520800,1.480520751953125,164.983032723475
1776555957772561700,1.490561767578125,160.19955478662536
1776555957782604000,1.50060400390625,156.39362940374048
1776555957792644900,1.510644775390625,154.25080123322755
1776555957802687000,1.52068701171875,149.16313611724325
1776555957812727800,1.530727783203125,145.52938354241823
1776555957822770000,1.54077001953125,142.6852357945537
1776555957832810800,1.550810791015625,139.48587086234872
1776555957842852900,1.560852783203125,136.0347601140268
1776555957852894000,1.57089404296875,132.82971919171968
1776555957862935800,1.580935791015625,129.56293446194397
1776555957872977000,1.590976806640625,126.37207448373096
1776555957883019000,1.60101904296875,122.82958994969945
1776555957893060000,1.61106005859375,120.35938717959723
1776555957903102000,1.62110205078125,117.31958143742169
1776555957913143000,1.63114306640625,114.51856563048382
1776555957923185000,1.641184814453125,112.27957372384691
1776555957933226000,1.65122607421875,110.04114332889773
1776555957943267800,1.661267822265625,107.60948112113545
1776555957953309000,1.671308837890625,105.88862780941845
1776555957963351000,1.68135107421875,103.77029851342843
1776555957973392100,1.69139208984375,101.98825770520828
1776555957983434000,1.70143408203125,99.81171449342177
1776555957993475000,1.71147509765625,97.51559642939176
1776555958003517000,1.721516845703125,95.75841143432751
1776555958013558000,1.73155810546875,93.0503327832406
1776555958023599900,1.741599853515625,90.63311235880265
1776555958033641000,1.751640869140625,88.75017118919804
1776555958043682800,1.761682861328125,86.60316266344873
1776555958053724000,1.771723876953125,84.38174293329793
1776555958063766000,1.78176611328125,82.36122620235822
1776555958073807000,1.79180712890625,80.4556365476051
1776555958083849000,1.801848876953125,79.13989746590478
1776555958093890000,1.81189013671875,78.07420695687622
1776555958103932000,1.821931884765625,76.356190550922
1776555958113973000,1.831972900390625,74.76300820374135
1776555958124014800,1.842014892578125,72.78633112862522
1776555958134056000,1.852055908203125,70.66520482760133
1776555958144097800,1.862097900390625,69.64986408963715
1776555958154139000,1.872138916015625,68.23389568730563
1776555958164181000,1.882180908203125,66.82810581840688
1776555958174222000,1.89222216796875,66.19407396908676
1776555958184264000,1.902263916015625,65.93761310497672
1776555958194305000,1.912304931640625,66.00575189196338
1776555958204347000,1.922346923828125,67.11926061526718
1776555958214388500,1.932388427734375,68.58228488805081
1776555958224430300,1.942430419921875,70.39771619251366
1776555958234471400,1.952471435546875,74.33958189078517
1776555958244513300,1.96251318359375,76.72149197700254
1776555958254554400,1.972554443359375,78.2819415795196
1776555958264596500,1.982596435546875,80.44508621579473
1776555958274637600,1.992637451171875,81.81283884344086
1776555958284679400,2.002679443359375,83.13564088254005
1776555958294720500,2.012720458984375,84.73539998100134
1776555958304762400,2.022762451171875,85.84171283793437
1776555958314803500,2.032803466796875,86.5673317167771
1776555958324845300,2.04284521484375,87.1305031364967
1776555958334886400,2.052886474609375,87.5528658085611
1776555958344928300,2.06292822265625,87.49471075205624
1776555958354969300,2.07296923828125,87.67687731450869
1776555958365011500,2.083011474609375,88.01998998445325
1776555958375052500,2.093052490234375,88.53280252663095
1776555958385094400,2.103094482421875,89.24675068570245
1776555958395135500,2.113135498046875,89.99536631308717
1776555958405177300,2.12317724609375,90.70348329397194
1776555958415218400,2.133218505859375,92.04959781519172
1776555958425260300,2.14326025390625,93.38746825226032
1776555958435301400,2.15330126953125,94.88229690562179
1776555958445343200,2.16334326171875,96.476706883462
1776555958455384300,2.17338427734375,97.94545867178486
1776555958465426400,2.183426513671875,99.37053848037488
1776555958475467500,2.193467529296875,100.41647717267631
1776555958485509400,2.20350927734375,101.59059300791293
1776555958495550500,2.213550537109375,102.574664547028
1776555958505592300,2.22359228515625,103.63654782418585
1776555958515633400,2.23363330078125,104.0800448782747
1776555958525675300,2.24367529296875,104.85917419701018
1776555958535716400,2.25371630859375,105.73298222390605
1776555958545758200,2.26375830078125,106.0604479783439
1776555958555799300,2.27379931640625,106.39209710499537
1776555958565841400,2.28384130859375,106.73093469961435
1776555958575882500,2.293882568359375,106.7801705658633
1776555958585924400,2.30392431640625,106.39795539908995
1776555958595965400,2.31396533203125,105.3184020589217
1776555958606007300,2.32400732421875,103.27050674107586
1776555958616048400,2.33404833984375,100.64935034259638
1776555958626090200,2.34409033203125,97.48341311811502
1776555958636131300,2.35413134765625,94.10610886246766
1776555958646173200,2.364173095703125,91.37912778861578
1776555958656215600,2.374215576171875,89.64409918066691
1776555958666256400,2.38425634765625,88.4137325750899
1776555958676298500,2.394298583984375,87.45213596462042
1776555958686339300,2.40433935546875,86.50877826433383
1776555958696381400,2.41438134765625,85.44806545223398
1776555958706422300,2.42442236328125,84.01168169402801
1776555958716464400,2.43446435546875,82.02911658333728
1776555958726505200,2.444505126953125,79.70310400039668
1776555958736547600,2.454547607421875,77.55734005091745
1776555958746588400,2.46458837890625,75.11422234505628
1776555958756630500,2.474630615234375,72.74583261389805
1776555958766671400,2.48467138671875,71.12172409605171
1776555958776713500,2.49471337890625,69.70747197879756
1776555958786754300,2.50475439453125,68.76428307853385
1776555958796796400,2.51479638671875,68.63710826171067
1776555958806837200,2.524837158203125,69.36843386322748
1776555958816879400,2.53487939453125,70.6271514538773
1776555958826920200,2.544920166015625,72.48254661510026
1776555958836962600,2.554962646484375,74.13342112965681
1776555958847003400,2.56500341796875,76.09708235585829
1776555958857045500,2.57504541015625,78.00021217717814
1776555958867086300,2.58508642578125,79.87333035009547
1776555958877128400,2.59512841796875,79.87333035009547
1776555958887169300,2.605169189453125,81.81831349239894
1776555958897211400,2.61521142578125,83.39833773111773
1776555958907252200,2.625252197265625,84.35350015741903
1776555958917294300,2.63529443359375,84.67003700179399
1776555958927336400,2.64533642578125,85.22613245969704
1776555958937377500,2.65537744140625,85.10943108245658
1776555958947419400,2.66541943359375,85.21388852743549
1776555958957460500,2.67546044921875,84.76610645115046
1776555958967502300,2.68550244140625,84.01459879853621
1776555958977543400,2.69554345703125,82.21293581318453
1776555958987585300,2.705585205078125,80.27559014904045
1776555958997626400,2.71562646484375,78.42320264282014
1776555959007668200,2.725668212890625,75.79764355109074
1776555959017709300,2.735709228515625,73.79347370272788
1776555959027751400,2.74575146484375,70.35111646063311
1776555959037792500,2.75579248046875,66.61506433689883
1776555959047834400,2.76583447265625,63.178521650579576
1776555959057875500,2.77587548828125,58.440851327056535
1776555959067917300,2.785917236328125,54.95923011380395
1776555959077958400,2.79595849609375,52.94029637080482
1776555959088000300,2.806000244140625,51.07033137210364
1776555959098041300,2.816041259765625,49.67034369026796
1776555959108083200,2.826083251953125,49.47072625761329
1776555959118125300,2.836125244140625,49.30758909182604
