time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1776555956688206000,0.4062060546875,1.0434708938927018,0.2981657385826111,0.4636505102055035,-0.21043479442596436,4.9933845759117105e-17,0.8548769746742003,0.23759436162304956,left,-0.16813713312149048,-0.40943994845998044,7.774009030884504,-4.527037572209537,-0.2328379652056614,0.12793515622615814,-0.8531435132026672,3.9039845840767025,0.3785458505153656
1776555956728205800,0.446205810546875,0.4980406894720051,0.3197699189186096,0.23518076881618427,-0.21253244578838348,-0.10699912206947362,0.8985292284495009,-0.035000340972681836,left,-0.005800724029541016,-0.7586375002846742,3.400024423836171,-6.252789643931388,-0.35480478838595253,0.134002223610878,-0.40319183468818665,6.746320764616131,0.0930253267288208
1776555956768205800,0.486205810546875,0.1200048218939033,0.36775723099708557,0.11195896773401533,-0.23687848448753357,-0.15214143784353432,0.8965616819466894,-0.2816964249463,left,-0.004271447658538818,-0.8517378470046539,0.7733012711368501,-6.412955071446299,-0.40061885178946716,0.17742310464382172,-0.11987026035785675,7.378781048041581,0.026623308658599854
1776555956808205800,0.526205810546875,0.020408883801886275,0.4172440469264984,0.07990063230277604,-0.26656752824783325,-0.1582542162747057,0.8947993607084321,-0.340725178590355,left,0.0004316568374633789,-0.8611627430690139,0.1303951522844378,-6.388250253778696,-0.40976305744523545,0.24131327867507935,-0.05087742209434509,7.439331670594215,0.015347063541412354
1776555956848205800,0.566205810546875,-0.024956166197722188,0.6183459162712097,0.06166010031159948,-0.364629864692688,-0.15392594417816985,0.8960218366729835,-0.35168388028474845,left,0.0006158351898193359,-0.8588613629121786,-0.15986969597134737,-6.404689347404241,-0.4118856113548117,0.38272225856781006,-0.016777411103248596,7.42460697967112,0.0439339280128479
1776555956888206000,0.6062060546875,-0.030236955589183417,1.0296077728271484,0.05031946087060692,-0.4926356375217438,-0.13638160640053512,0.9020165132059925,-0.313688866616875,left,0.003952980041503906,-0.8436087813064727,-0.1970901136778295,-6.516199172821641,-0.4064901721368267,0.5839938521385193,-0.00019466131925582886,7.326028532019257,0.051657259464263916
1776555956928206000,0.6462060546875,-0.013721901561148506,1.2327091693878174,0.046987325802807164,-0.5541271567344666,-0.11850764731106152,0.9079623303824128,-0.26559635328882414,left,-0.00010484457015991211,-0.8271949258806828,-0.09109059438081457,-6.637918257564306,-0.39918984232941707,0.6441574692726135,0.005718758329749107,7.2180416200309985,0.029232561588287354
1776555956968205800,0.686205810546875,0.001338373780378292,1.4358105659484863,0.0436354987715073,-0.6156187057495117,-0.10058394961086863,0.9135275475498603,-0.2187525614473154,left,-0.004154503345489502,-0.810273883312446,0.0090470271667029,-6.7597180063277476,-0.3917221377820386,0.7043211460113525,0.012229952961206436,7.104682951876521,0.0073555707931518555
1776555957008205800,0.726205810546875,0.04390718542974745,1.3930197954177856,0.04025864332183879,-0.6795610189437866,-0.0574643453496528,0.9248958003306567,-0.10631636097247565,left,-0.00827878713607788,-0.7696407691987257,0.3091280180899426,-7.035963051393628,-0.37369097398722034,0.6756186485290527,-0.011322515085339546,6.82422525755167,-0.040844738483428955
1776555957048205800,0.766205810546875,0.06009629086284722,1.250738501548767,0.036916587005517844,-0.6657360196113586,-0.03381492733143539,0.9304452201264233,-0.04916447514635176,left,-0.012919902801513672,-0.745026138303701,0.4329480206346139,-7.195563246241211,-0.3629952339748377,0.6735947728157043,-0.01067233458161354,6.64882075985074,-0.054402828216552734
