time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1776817175173000000,1.001,0.44999998807907104,unplugged,false
1776817176174000000,2.002000244140625,0.44999998807907104,unplugged,false
1776817177175000000,3.003,0.44999998807907104,unplugged,false
1776817178175000000,4.003,0.44999998807907104,unplugged,false
1776817179176000000,5.004,0.44999998807907104,unplugged,false
1776817180176000000,6.004,0.44999998807907104,unplugged,false
1776817181177000000,7.005,0.44999998807907104,unplugged,false
1776817182177000000,8.005,0.44999998807907104,unplugged,false
1776817183177000000,9.005,0.44999998807907104,unplugged,false
1776817184178000000,10.005999755859374,0.44999998807907104,unplugged,false
1776817185179000000,11.007,0.44999998807907104,unplugged,false
1776817186179000000,12.007,0.44999998807907104,unplugged,false
1776817187180000000,13.008,0.44999998807907104,unplugged,false
1776817188180000000,14.008,0.44999998807907104,unplugged,false
1776817189181000000,15.009,0.44999998807907104,unplugged,false
1776817190181000000,16.009,0.44999998807907104,unplugged,false
1776817191182000000,17.010000244140624,0.44999998807907104,unplugged,false
1776817192182000000,18.010000244140624,0.44999998807907104,unplugged,false
1776817193183000000,19.011,0.44999998807907104,unplugged,false
1776817194183000000,20.011,0.44999998807907104,unplugged,false
1776817195184000000,21.012,0.44999998807907104,unplugged,false
1776817196184000000,22.012,0.44999998807907104,unplugged,false
1776817197185000000,23.013,0.44999998807907104,unplugged,false
1776817198185000000,24.013,0.44999998807907104,unplugged,false
1776817199186000000,25.013999755859373,0.44999998807907104,unplugged,false
1776817200186000000,26.013999755859373,0.44999998807907104,unplugged,false
1776817201187000000,27.015,0.44999998807907104,unplugged,false
1776817202187000000,28.015,0.44999998807907104,unplugged,false
1776817203188000000,29.016,0.44999998807907104,unplugged,false
1776817204188000000,30.016,0.44999998807907104,unplugged,false
1776817205189000000,31.017,0.44999998807907104,unplugged,false
1776817206189000000,32.017,0.44999998807907104,unplugged,false
1776817207190000000,33.01800024414062,0.44999998807907104,unplugged,false
1776817208190000000,34.01800024414062,0.44999998807907104,unplugged,false
1776817209191000000,35.019,0.44999998807907104,unplugged,false
1776817210191000000,36.019,0.44999998807907104,unplugged,false
1776817211192000000,37.02,0.44999998807907104,unplugged,false
1776817212193000000,38.021,0.44999998807907104,unplugged,false
1776817213193000000,39.021,0.44999998807907104,unplugged,false
1776817214193000000,40.021,0.44999998807907104,unplugged,false
1776817215194000000,41.021999755859376,0.44999998807907104,unplugged,false
1776817216195000000,42.023,0.44999998807907104,unplugged,false
1776817217195000000,43.023,0.44999998807907104,unplugged,false
1776817218196000000,44.024,0.44999998807907104,unplugged,false
1776817219196000000,45.024,0.44999998807907104,unplugged,false
1776817220197000000,46.025,0.44999998807907104,unplugged,false
1776817221197000000,47.025,0.44999998807907104,unplugged,false
1776817222198000000,48.026000244140626,0.44999998807907104,unplugged,false
1776817223198000000,49.026000244140626,0.44999998807907104,unplugged,false
1776817224199000000,50.027,0.44999998807907104,unplugged,false
1776817225199000000,51.027,0.44999998807907104,unplugged,false
1776817226200000000,52.028,0.44999998807907104,unplugged,false
1776817227200000000,53.028,0.44999998807907104,unplugged,false
1776817228201000000,54.029,0.44999998807907104,unplugged,false
1776817229201000000,55.029,0.44999998807907104,unplugged,false
1776817230202000000,56.02999975585937,0.44999998807907104,unplugged,false
1776817231202000000,57.02999975585937,0.44999998807907104,unplugged,false
1776817232203000000,58.031,0.44999998807907104,unplugged,false
1776817233203000000,59.031,0.44999998807907104,unplugged,false
1776817234204000000,60.032,0.44999998807907104,unplugged,false
1776817235204000000,61.032,0.44999998807907104,unplugged,false
1776817236205000000,62.033,0.44999998807907104,unplugged,false
1776817237205000000,63.033,0.44999998807907104,unplugged,false
1776817238206000000,64.03400024414063,0.44999998807907104,unplugged,false
