time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1776870430354487000,-17.046512939453127,163.42057756390125,-1,-1,30.288707557386534,189.87119058575183,-1,13.871110475079496,3.3031392179009806,-97.74004187494224,-1
1776870447526268000,0.125267822265625,163.42057756390125,-1,-1,30.288707557386534,189.87119058575183,-1,13.871110475079496,3.3031392179009806,-97.74004187494224,-1
1776870447538984000,0.13798388671875,163.4206271549657,-1,-1,30.288689812524016,189.8712401768163,-1,19.437772410128783,12.592227652146937,-97.74004461099794,-1
1776870447760948000,0.359947998046875,163.42070535625965,-1,-1,30.288689809420582,189.87131837811023,-1,19.44386897317659,12.592227687861039,-97.74004465265033,-1
1776870448083702000,0.682701904296875,163.98656964031963,-1,-1,30.288716567562258,190.43718266217022,-1,15.16456136727422,3.2825566685247143,-97.74002364174788,-1
1776870454119989800,6.71898974609375,163.70856365094906,-1,-1,30.288692282819945,190.15917667279965,-1,21.222687420647848,3,-97.74003323999537,-1
1776870454588875000,7.187875,163.6607697258546,-1,-1,30.28870916669304,190.1113827477052,-1,15.973954668275193,3,-97.74002145908881,-1
1776870460625289000,13.2242890625,163.6336747820332,-1,-1,30.288689248805365,190.0842878038838,-1,20.32661789544769,3,-97.74003095977095,-1
1776870461147321000,13.746321044921874,163.57557135114914,-1,-1,30.288691935107053,190.02618437299972,-1,15.587755430396658,3,-97.74004483639415,-1
1776870467176002000,19.775001953125,163.53034707340643,-1,-1,30.288676086442766,189.98096009525702,-1,21.306544612378644,3,-97.74004708648437,-1
1776870467630230000,20.22922998046875,163.47015125569035,-1,-1,30.288669120627965,189.92076427754094,-1,16.005839772199426,3,-97.74006298577572,-1
1776870473656844000,26.255843994140626,163.41682580976453,-1,-1,30.288660892540026,189.86743883161512,-1,21.803752668097435,3,-97.74005868448225,-1
1776870474208032300,26.8070322265625,163.42712756674663,-1,-1,30.288690123406287,189.87774058859722,-1,16.207472953359215,3,-97.74004622665801,-1
1776870480233425200,32.83242504882813,163.43687890966234,-1,-1,30.28867463900429,189.88749193151293,-1,21.4950160846132,3,-97.74004802108995,-1
1776870480667956000,33.2669560546875,163.39871447094575,-1,-1,30.288706326048064,189.84932749279633,-1,16.084844120170604,3,-97.74003252454779,-1
1776870486694047000,39.293046875,163.36180237822893,-1,-1,30.288684398419395,189.81241540007952,-1,21.829505948735655,3,-97.74003941340197,-1
1776870487151587000,39.750587158203125,163.41912160442376,-1,-1,30.288712973971244,189.86973462627435,-1,16.218658797540744,3,-97.7399697590077,-1
1776870493176388000,45.77538818359375,163.4756679059242,-1,-1,30.288689191574413,189.9262809277748,-1,21.563837547041903,3,-97.73999900120464,-1
1776870493632612000,46.23161206054687,163.37567418665702,-1,-1,30.288700437951864,189.8262872085076,-1,16.113952069461476,3,-97.73998923998315,-1
1776870499667645000,52.26664501953125,163.27658680754735,-1,-1,30.2886805446184,189.72719982939793,-1,21.90157373493818,3,-97.74001219499506,-1
1776870500155102000,52.75410205078125,163.2809563366085,-1,-1,30.288711612660112,189.7315693584591,-1,16.2471496022515,3,-97.73998716869983,-1
1776870506182906000,58.781906005859376,163.28542204802278,-1,-1,30.288688067347085,189.73603506987337,-1,21.6798654235638,3,-97.74001041250597,-1
1776870506650178000,59.249177978515625,163.22124782819125,-1,-1,30.288713714823487,189.67186085004184,-1,16.140737581785626,3,-97.73999861752121,-1
1776870512679143000,65.27814282226562,163.1574292351054,-1,-1,30.28868891024252,189.608042256956,-1,21.90032746413908,3,-97.7400180994767,-1
1776870513198561000,65.79756103515625,163.17310971437362,-1,-1,30.28870928975623,189.6237227362242,-1,16.246056617132858,3,-97.74000610665013,-1
1776870519222407000,71.82140698242188,163.1888201569696,-1,-1,30.288687018243227,189.63943317882018,-1,21.47291676172372,3,-97.74002217114432,-1
1776870519682062000,72.28106201171875,163.12022221201434,-1,-1,30.288710836769585,189.57083523386493,-1,16.04317605993573,3,-97.7400299717694,-1
1776870524405374500,77.00437451171875,161.42941316807958,5.740723513794246,-1,30.288704083636855,187.88002618993016,-1,19.948939081673334,34.84478740824607,-97.74001903986363,1.7837969064712524
1776870525406372600,78.00537255859375,157.47925899273574,5.110001817762087,-1,30.288702722464897,183.92987201458632,-1,17.48839445338394,9.16884242176101,-97.74001302186417,1.7837969064712524
1776870526404371700,79.00337182617187,157.383435963584,4.983873575284547,-1,30.288679005197398,183.83404898543458,-1,13.289570676920304,9.211293664737774,-97.74003300366499,1.1109974384307861
1776870527403371800,80.00237182617188,157.39056977005274,4.702317826626641,-1,30.288678642131213,183.84118279190332,-1,13.90817101137857,9.405916490158136,-97.74003466557066,1.0336549282073975
1776870528403371000,81.00237109375,157.38978245231894,4.6054140020993435,-1,30.288676059400412,183.84039547416953,-1,14.844558140839403,9.08318667097467,-97.74003681691465,0.18887723982334137
1776870529403370200,82.00237036132812,157.40018571652607,4.592775330640129,-1,30.288675706650952,183.85079873837665,-1,14.100167989740369,9.52760973196547,-97.74003522311409,0.6940393447875977
1776870530403370000,83.00236987304687,157.36620821872677,4.8611691552553005,-1,30.28867698844655,183.81682124057735,-1,13.477617035254159,10.371600962640729,-97.74003623104394,1.4245589971542358
1776870531404369200,84.003369140625,157.36291066385593,5.052354392021198,-1,30.288676986922574,183.8135236857065,-1,13.512095905924877,10.589423120377546,-97.74003743056528,0.6940393447875977
1776870532402368000,85.00136791992188,157.37949161186322,4.979139471549553,-1,30.288670595860033,183.8301046337138,-1,12.437518643435913,7.468485918124382,-97.74004114284173,0.4472212493419647
1776870533402367500,86.00136743164063,157.40702267106045,4.871998675196484,-1,30.288680085663326,183.85763569291103,-1,11.808313762430172,7.47853505650944,-97.74002239884074,0.21126186847686768
1776870534402367500,87.00136743164063,157.40845916479714,4.329181007194117,180,30.288680309014666,183.85907218664772,256.1979969880925,13.063795523767029,7.443043501218412,-97.74002570647693,0.5948302745819092
1776870535401367000,88.00036694335938,157.43326180526455,4.203900479625373,180,30.28867844460345,183.88387482711514,259.8317674888011,13.674906966977662,7.424171830200686,-97.7400315258321,0.6663409471511841
1776870536400365800,88.99936572265625,157.43641070234312,3.9992705031699436,180,30.288678231992904,183.8870237241937,296.6914312797583,14.213746804886236,7.395755260330043,-97.74003979642522,0.6663409471511841
1776870537401364700,90.00036474609375,157.4364107120782,4.471320352748891,-1,30.288679818355597,183.8870237339288,-1,14.71558571371185,7.395755260330043,-97.74004409191335,0.6663409471511841
1776870538401365200,91.000365234375,157.44804735295475,4.365078993370899,-1,30.28867898518072,183.89866037480533,-1,15.66093770187,7.3687993924628294,-97.74004327075926,0.6663409471511841
1776870539401364200,92.0003642578125,157.4426346262917,4.465981264501647,-1,30.288675270114798,183.89324764814228,-1,14.207750038670733,8.336195249772697,-97.74004521495667,0.6088643670082092
1776870540402363600,93.00136376953125,157.43478018790483,4.51715235670726,-1,30.288676604030417,183.88539320975542,-1,14.752980829441706,8.263760928288132,-97.74004144526967,0.9085055589675903
1776870541402363400,94.00136328125,157.3917332943529,4.297993300409761,-1,30.288677763069046,183.84234631620347,-1,15.048539486139916,7.340243425344359,-97.7400441518611,0.1814998835325241
1776870542403362600,95.00236254882813,157.38616828527302,4.0976743949409276,-1,30.28867882102467,183.8367813071236,-1,15.95538734101789,7.3399949858097635,-97.74005189549705,0.8425270318984985
1776870543401361400,96.000361328125,157.40139037463814,3.9779129519885763,-1,30.288678500991644,183.85200339648873,-1,16.513056667053355,7.360731696185136,-97.74005059445956,0.5861011743545532
1776870544399361000,96.99836108398438,157.41989353578538,3.8696878111592796,-1,30.2886745150235,183.87050655763596,-1,17.191862502854104,7.349090067183423,-97.74005319447133,0.5861011743545532
1776870545398375400,97.99737548828125,157.41562616825104,3.8203039442049116,-1,30.288686647794343,183.86623919010162,-1,13.08979757933918,7.321999860364417,-97.74004158328844,0.27958935499191284
1776870546398359300,98.997359375,157.42262029554695,3.5924956984840333,180,30.288689741146463,183.87323331739753,62.45062061384989,14.308326526051387,7.351178209749182,-97.74002298905552,1.5632046461104876
1776870547398358800,99.99735888671874,157.42345396894962,3.9989708069542624,180,30.28869492862768,183.8740669908002,62.35001119193811,14.156118515666483,15.172921157720918,-97.74000741996554,1.5632046461104874
1776870548398357800,100.99735766601563,157.39289554022253,4.445831333412418,180,30.288699004733047,183.8435085620731,63.86789567268806,13.217760642627052,7.411927929401924,-97.73998932897328,1.736633658409054
