time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1776870447522145300,0.121145263671875,-2.9717056094098333,-0.1133544092727565,0.9812425989372527,0.20738490751177435,-0.09724067493630205,0.12189393114841529,0.2643276759638297
1776870447532184300,0.131184326171875,-2.9664639504155272,-0.1295066971141438,0.9784826759191632,0.23911959300768934,-0.10215625478205202,0.12395096611300985,0.2723832503120572
1776870447542222300,0.141222412109375,-2.960844732359103,-0.14550764882247608,0.9754812460108075,0.27063171275575,-0.10728283294622797,0.1255156864153806,0.27973123645419734
1776870447552260400,0.15126025390625,-2.954280269519208,-0.16075601879803217,0.9723557723671967,0.3006544154387924,-0.11276111056623334,0.12635898552988512,0.28586331045944813
1776870447562299100,0.161299072265625,-2.947472595732126,-0.17541508743400552,0.9691711479759361,0.3296368447126478,-0.11821851403761446,0.12633792139670094,0.290426362732121
1776870447572337400,0.17133740234375,-2.9401296210815606,-0.1919193973629655,0.9656015330260231,0.3627264577419294,-0.12392737279468587,0.12418797120903984,0.2915115424398658
1776870447582376200,0.181376220703125,-2.932980020741274,-0.21071278214193692,0.9614249809075182,0.400943169683363,-0.12957558090543844,0.12030081466224748,0.28997354971385464
1776870447592414500,0.19141455078125,-2.92578955648977,-0.23135041428574274,0.9564556990765445,0.4432724556841027,-0.13530134168313823,0.11559885245990871,0.2876863339345422
1776870447602452200,0.2014521484375,-2.9184419623323827,-0.252768973660517,0.9507555289699829,0.4874660449323073,-0.14110278780921617,0.11073349324458112,0.2857673612392544
1776870447612491300,0.2114912109375,-2.9101438158827775,-0.2740745170347811,0.9444030200239707,0.5315291102931544,-0.14735420674895106,0.10617399711715676,0.2851632925519806
1776870447622529300,0.221529296875,-2.898027301532876,-0.2943369998284954,0.9374834315930897,0.5731778070874307,-0.15534623391921742,0.10177429126029319,0.2861612957836294
1776870447632567300,0.2315673828125,-2.882256783131084,-0.31237453576931873,0.9306709469697301,0.61018714240467,-0.16444529751481587,0.09608016276087042,0.2854352100639293
1776870447642606300,0.2416064453125,-2.864207222217229,-0.3278540895231634,0.9245835145228937,0.6423875236199446,-0.17332375968569189,0.08726860575838485,0.27861470163076374
1776870447652644400,0.251644287109375,-2.844808646262099,-0.34368766222419467,0.9182181749133187,0.6762201586188349,-0.18184507576580464,0.07540885932601757,0.26662727161464134
1776870447662682400,0.261682373046875,-2.8238495302023634,-0.3614213712077705,0.9107845628165001,0.7151995910377887,-0.19020126033909998,0.060577310951350424,0.2504411387446835
1776870447672721400,0.271721435546875,-2.8019241680726314,-0.37833513447934847,0.9030907842423946,0.7533366901485133,-0.1982176810607331,0.044713901812936954,0.23284517809129548
1776870447682759200,0.28175927734375,-2.7804035046064492,-0.39547168233394053,0.8947236472976425,0.7928909039705899,-0.2055580724722812,0.028593585992581053,0.21541362159438882
1776870447692798500,0.291798583984375,-2.7622861739805225,-0.4141788085076737,0.8853107782185554,0.8369013038788086,-0.21099090623649353,0.012792219347484035,0.198731649744747
1776870447702836200,0.301836181640625,-2.7499786112484887,-0.4323977879406292,0.8760531973496701,0.8806093782255585,-0.21344910687403368,-0.0015351492996999016,0.18291844272751728
1776870447712874500,0.31187451171875,-2.743396807776931,-0.4493374968459535,0.8673702297672367,0.9215738290543483,-0.2135267787633543,-0.013076068533935703,0.17002561160651924
1776870447722913300,0.321913330078125,-2.7430657336559396,-0.46538198465823216,0.8591849356140919,0.9600332511819217,-0.21163784062205282,-0.020740611551876044,0.16205319002759522
1776870447732951300,0.331951416015625,-2.7496304435571504,-0.48051662842107273,0.8517631312573043,0.9960410149958238,-0.2072940865338439,-0.025152803645447485,0.15701238963931444
1776870447742989300,0.3419892578125,-2.759737658929113,-0.49524913939092075,0.8446013693576988,1.0312007573469282,-0.2014275450008125,-0.028351687951820394,0.15220892542156536
1776870447753028400,0.3520283203125,-2.7688662287082666,-0.5083978423456494,0.838117898209269,1.0634849521418397,-0.1949110639741551,-0.033160577154162235,0.1430875461964633
1776870447763066400,0.36206640625,-2.7736882123670323,-0.5174344513148278,0.833683491843206,1.0872303341495233,-0.18857461885503662,-0.04090145636117304,0.1272957805724382
1776870447773105400,0.37210546875,-2.7733960495171073,-0.520343983214342,0.8324476904676479,1.0970173827438263,-0.18386483777715076,-0.0496658903876739,0.10887236603840574
1776870447783143200,0.38214306640625,-2.769870289625358,-0.5164691645770599,0.8349231442574745,1.0904381085446015,-0.18152843423963275,-0.056659164239894734,0.09302971241877717
1776870447793181400,0.392181396484375,-2.7660106882334934,-0.5070635280751682,0.8405362294309717,1.0701908289760222,-0.18079420012725977,-0.06081807126022183,0.08119790023802068
