time,seconds_elapsed,z,y,x
1776870447522145300,0.121145263671875,0.5952116847038269,3.259596824645996,0.6987026929855347
1776870447532184300,0.131184326171875,0.6338640451431274,3.2940547466278076,0.6539658308029175
1776870447542222300,0.141222412109375,0.6833822131156921,3.2466158866882324,0.5082772970199585
1776870447552260400,0.15126025390625,0.7516845464706421,3.030472993850708,0.3632865250110626
1776870447562299100,0.161299072265625,0.7503103613853455,3.2221431732177734,0.07244930416345596
1776870447572337400,0.17133740234375,0.6283815503120422,3.7804319858551025,-0.30644819140434265
1776870447582376200,0.181376220703125,0.5397085547447205,4.239836692810059,-0.4597930610179901
1776870447592414500,0.19141455078125,0.5312436819076538,4.5652899742126465,-0.5085629820823669
1776870447602452200,0.2014521484375,0.5522469878196716,4.642946720123291,-0.4574087858200073
1776870447612491300,0.2114912109375,0.8433624505996704,4.60412073135376,-0.4415355324745178
1776870447622529300,0.221529296875,1.2104731798171997,4.352816581726074,-0.6443620324134827
1776870447632567300,0.2315673828125,1.141783595085144,3.896714925765991,-1.215121865272522
1776870447642606300,0.2416064453125,0.8505271673202515,3.56445050239563,-1.8251434564590454
1776870447652644400,0.251644287109375,0.6283077001571655,4.217741966247559,-2.37451171875
1776870447662682400,0.261682373046875,0.439056932926178,4.412458419799805,-2.6595208644866943
1776870447672721400,0.271721435546875,0.3609898090362549,4.29834508895874,-2.763172149658203
1776870447682759200,0.28175927734375,0.17781178653240204,4.590493202209473,-2.5862584114074707
1776870447692798500,0.291798583984375,-0.19333620369434357,4.776459693908691,-2.216844081878662
1776870447702836200,0.301836181640625,-0.5915719866752625,4.333700180053711,-1.6502912044525146
1776870447712874500,0.31187451171875,-0.5607445240020752,4.047490119934082,-0.923265814781189
1776870447722913300,0.321913330078125,-0.7031320333480835,3.6355409622192383,-0.060017600655555725
1776870447732951300,0.331951416015625,-0.8467472195625305,3.3727047443389893,0.5153301358222961
1776870447742989300,0.3419892578125,-1.0298843383789062,3.3231089115142822,0.602294385433197
1776870447753028400,0.3520283203125,-1.4851157665252686,2.7433271408081055,-0.022168131545186043
1776870447763066400,0.36206640625,-1.6986291408538818,1.7497053146362305,-0.6459177732467651
1776870447773105400,0.37210546875,-1.4720031023025513,0.17093874514102936,-1.0319551229476929
1776870447783143200,0.38214306640625,-1.0189712047576904,-1.3815997838974,-1.003024697303772
1776870447793181400,0.392181396484375,-0.7182668447494507,-2.517552614212036,-0.7502752542495728
1776870447803220200,0.40222021484375,-0.4915497601032257,-2.8383209705352783,-0.19141513109207153
1776870447813258500,0.412258544921875,-0.02574930340051651,-1.6724522113800049,0.5224824547767639
1776870447823296300,0.422296142578125,0.31281307339668274,-0.5493465065956116,0.4847092032432556
1776870447833335300,0.432335205078125,0.17925876379013062,0.08651889115571976,0.28327569365501404
1776870447843373300,0.442373291015625,-0.12949414551258087,-0.04799553006887436,0.5520145297050476
1776870447853411300,0.452411376953125,-0.5968434810638428,-0.5548616647720337,1.0557199716567993
1776870447863450400,0.462450439453125,-0.8801214694976807,-0.20049072802066803,1.1668590307235718
1776870447873488400,0.47248828125,-0.5904238820075989,0.1928541660308838,1.1976782083511353
1776870447883527200,0.482527099609375,-0.04218517616391182,-0.028119128197431564,0.6612511873245239
1776870447893565400,0.4925654296875,0.2878641188144684,-0.4563937783241272,-0.019274877384305
1776870447903603200,0.502603271484375,0.4935937225818634,-0.43970656394958496,-0.6271716356277466
1776870447913642500,0.512642578125,0.5197331309318542,-0.29958727955818176,-1.1708191633224487
1776870447923680300,0.52268017578125,0.31907919049263,0.20249733328819275,-1.5952039957046509
1776870447933718500,0.532718505859375,0.05642307177186012,0.707371711730957,-1.8508636951446533
1776870447943757300,0.54275732421875,-0.1724938005208969,1.012763500213623,-1.8316670656204224
1776870447953795300,0.55279541015625,-0.47420039772987366,1.2804844379425049,-1.503017544746399
1776870447963833300,0.562833251953125,-1.07615065574646,1.4303828477859497,-1.0323797464370728
1776870447973872400,0.572872314453125,-1.838866949081421,1.5338650941848755,-0.5543047785758972
1776870447983910400,0.582910400390625,-2.5506129264831543,1.4908275604248047,-0.16414478421211243
