time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1773522585661726000,-93.05027416992188,161.75393656555573,-1,-1,32.90185637774751,189.60650614563386,-1,17.684324834813054,3.6181299377699916,-96.83504355247071,-1
1773522678806517200,0.094517333984375,161.75393656555573,-1,-1,32.90185637774751,189.60650614563386,-1,17.684324834813054,3.6181299377699916,-96.83504355247071,-1
1773522678853155000,0.141155029296875,161.75393656555573,-1,-1,32.90185590613018,189.60650614563386,-1,90.15855022865895,3.6741170911363237,-96.83504566392153,-1
1773522678856519000,0.144518798828125,161.75393656555573,-1,-1,32.90185590613018,189.60650614563386,-1,90.15855107708484,3.6781921363632493,-96.83504566392153,-1
1773522679252121900,0.540121826171875,161.75393656555573,-1,-1,32.90186652633554,189.60650614563386,-1,59.13730598696931,3.6782290694038053,-96.83503215978551,-1
1773522706870390800,28.158390869140625,161.75393656555573,-1,-1,32.901870643567584,189.60650614563386,-1,22.900951517079957,3.678761961751128,-96.83503587693085,-1
1773522708093453800,29.381453857421874,161.75393656555573,-1,-1,32.901867740163226,189.60650614563386,-1,20.89189286631165,3.6426254595830727,-96.83503573362368,-1
