time,seconds_elapsed,activity
1773522678789000000,0.077,walking
1773522681725000000,3.013,walking
1773522686873000000,8.161,walking
1773522692011000000,13.299,walking
1773522693916000000,15.204,walking
1773522694570000000,15.857999755859375,unknown
1773522694881000000,16.169,unknown
1773522697151000000,18.439,walking
1773522699712000000,21,walking
1773522702285000000,23.573,walking
1773522704849000000,26.137,walking
1773522712560000000,33.848,walking
