time,seconds_elapsed,z,y,x
1776021564922629400,0.07662939453125,-79.09788513183594,4.298906326293945,17.539596557617188
1776021564932690400,0.0866904296875,-79.13693237304688,3.9215869903564453,17.371597290039062
1776021564942751500,0.09675146484375,-79.05508422851562,3.715383529663086,17.183738708496094
1776021564952812500,0.1068125,-79.11888122558594,3.3903579711914062,17.024795532226562
1776021564962873300,0.116873291015625,-79.45329284667969,3.2669601440429688,17.124069213867188
1776021564972934400,0.126934326171875,-79.372802734375,3.142568588256836,16.99041748046875
1776021564982994400,0.136994384765625,-78.83375549316406,3.05029296875,17.018539428710938
1776021564993055200,0.14705517578125,-78.93498229980469,2.9492130279541016,17.19487762451172
1776021565003116300,0.1571162109375,-78.96826171875,3.334095001220703,17.036270141601562
1776021565013177300,0.16717724609375,-79.30499267578125,3.4098072052001953,17.09032440185547
1776021565023238400,0.17723828125,-79.47201538085938,3.193910598754883,17.367332458496094
1776021565033299500,0.187299560546875,-79.63362121582031,3.411357879638672,17.482254028320312
1776021565043360500,0.197360595703125,-79.27928161621094,3.4332809448242188,17.705734252929688
1776021565053421300,0.20742138671875,-79.29629516601562,3.416095733642578,17.84893035888672
1776021565063482400,0.217482421875,-79.45170593261719,3.6928367614746094,17.650665283203125
1776021565073543400,0.22754345703125,-79.09602355957031,3.4476680755615234,17.677703857421875
1776021565083604200,0.237604248046875,-79.28262329101562,3.632211685180664,17.51793670654297
1776021565093665300,0.247665283203125,-78.92335510253906,3.6349124908447266,17.202651977539062
1776021565103726300,0.257726318359375,-78.52769470214844,3.785297393798828,17.171669006347656
1776021565113787400,0.267787353515625,-78.69485473632812,3.6786251068115234,16.949935913085938
1776021565123848400,0.277848388671875,-78.75450134277344,3.726980209350586,16.93633270263672
1776021565133909500,0.287909423828125,-78.6217041015625,3.844696044921875,16.60454559326172
1776021565143968800,0.29796875,-78.29238891601562,4.020444869995117,16.552337646484375
1776021565154029800,0.30802978515625,-78.60995483398438,3.8656158447265625,16.82048797607422
1776021565164091000,0.3180908203125,-78.49403381347656,4.050872802734375,16.896652221679688
1776021565174152000,0.32815185546875,-78.59754943847656,4.174955368041992,17.166046142578125
1776021565184213000,0.338212890625,-78.56153869628906,4.615821838378906,17.319625854492188
1776021565194274000,0.348274169921875,-78.91154479980469,4.7618408203125,17.794143676757812
1776021565204334800,0.3583349609375,-78.81080627441406,4.426240921020508,18.10253143310547
1776021565214395600,0.368395751953125,-78.8187255859375,4.95652961730957,18.843154907226562
1776021565224456700,0.378456787109375,-78.82308959960938,5.008512496948242,19.316322326660156
1776021565234517800,0.388517822265625,-78.8028564453125,5.408880233764648,20.155502319335938
1776021565244578800,0.398578857421875,-79.35089111328125,5.753517150878906,20.774765014648438
1776021565254639900,0.408639892578125,-79.71429443359375,6.327770233154297,22.057403564453125
1776021565264701000,0.418700927734375,-79.80682373046875,6.730857849121094,23.407211303710938
1776021565274762000,0.428761962890625,-79.94444274902344,7.402612686157227,25.343399047851562
1776021565284823000,0.438822998046875,-79.69432067871094,7.823637008666992,27.3809814453125
1776021565294883800,0.4488837890625,-79.22096252441406,8.056968688964844,29.964492797851562
1776021565304945000,0.45894482421875,-78.57527160644531,8.289944648742676,32.32982635498047
1776021565315005000,0.4690048828125,-78.01199340820312,8.343010902404785,34.33551788330078
1776021565325065700,0.479065673828125,-77.9105224609375,8.51009750366211,36.15113830566406
1776021565335126800,0.489126708984375,-77.6982421875,8.320873260498047,37.324485778808594
1776021565345187800,0.499187744140625,-77.08467102050781,8.0720796585083,38.13134765625
1776021565355249000,0.509248779296875,-76.56741333007812,7.601264953613281,39.01026916503906
