time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1776556526634032600,0.35603271484375,0.5685892373088786,-0.1744331568479538,0.25658456411886826,-0.06649000942707062,1.4691915153507597e-17,0.9358353929887602,0.13946614055994797,left,-0.15487432479858398,-0.4692513760813554,4.709563592353463,-7.3704399206757545,-0.24161231375543374,0.7288271188735962,-0.44083312153816223,4.4347506259173155,0.05961352586746216
1776556526674032600,0.39603271484375,0.2679375095525391,-0.19664959609508514,0.1343234719798294,-0.012439850717782974,-0.05490582964761059,0.955703230197279,-0.04187730578679158,left,-0.08327406644821167,-0.5284692244491312,2.2420631794914603,-8.166649919843673,-0.2560741068172233,0.9850201606750488,-0.1832849383354187,4.944630823856592,-0.03577697277069092
1776556526714033000,0.436032958984375,0.10918036704172245,-0.22434939444065094,0.07102608255962493,-0.0521225705742836,-0.08477776538006027,0.9633701988035724,-0.14742460051452252,left,-0.03331261873245239,-0.5038027331431005,0.9358014982748776,-8.537067871078849,-0.24430712714805522,1.2774684429168701,-0.057649653404951096,4.734251458886265,-0.10806411504745483
1776556526754033000,0.476032958984375,0.06534368251974453,-0.22102698683738708,0.05223129195942665,-0.1759757697582245,-0.09420646968569861,0.9679109305412761,-0.17853524241217017,left,-0.004363298416137695,-0.46603034946741706,0.5720595176722854,-8.742162573644519,-0.22703662429892266,1.4006162881851196,-0.0366181880235672,4.406554751263559,-0.1181371808052063
1776556526794033000,0.516032958984375,0.030980572351876862,-0.2802514433860779,0.0357050029674752,-0.25177818536758423,-0.10237786252989703,0.973615184298726,-0.2030980345858494,left,0.0029093027114868164,-0.40966170266513036,0.2786319767350331,-8.990888328143953,-0.20079198033540432,1.411441445350647,-0.017412133514881134,3.905979557286203,-0.1336766481399536
1776556526834033000,0.556032958984375,0.0030362494646686815,-0.34026867151260376,0.0207375552274688,-0.31787532567977905,-0.11053704646783308,0.9788794735741565,-0.22436131032691176,left,0.028027474880218506,-0.34566182516679594,0.02801418881076388,-9.22655820171535,-0.17072321126600068,1.3222441673278809,-0.02134069614112377,3.322683702263236,-0.13498038053512573
1776556526874032600,0.59603271484375,-0.013702283848358561,-0.4265013039112091,0.011326881001909815,-0.3023926615715027,-0.11693814064685487,0.981530777473557,-0.23925589731256777,left,-0.0033896565437316895,-0.30367500848593576,-0.12822112358044832,-9.357058558806777,-0.1509784465541667,1.1849275827407837,-0.01549904327839613,2.9324735475823283,-0.12396545708179474
1776556526914032600,0.63603271484375,-0.031932515746193935,-0.5133936405181885,0.0009106309477089896,-0.23161673545837402,-0.12659033238446815,0.9835254588840675,-0.26013840258815135,left,-0.04475682973861694,-0.2568770676518654,-0.30282447923263534,-9.480039626309274,-0.12904128521432978,0.9609565734863281,-0.025758491829037666,2.4914906525194644,-0.08361700177192688
1776556526954033000,0.676032958984375,-0.04200827557953472,-0.5360568761825562,-0.004944304330074017,-0.2113080769777298,-0.13436097663457594,0.9841084693270837,-0.2762142139531119,left,-0.02003777027130127,-0.22895604628496163,-0.401091906440258,-9.542308743217587,-0.11598801711022362,0.821216344833374,-0.04116424173116684,2.2257266694575546,-0.05699053406715393
1776556526994033000,0.716032958984375,-0.05156336573634359,-0.558720052242279,-0.010797924243953391,-0.19099943339824677,-0.14209591398978996,0.9844302752846027,-0.2919041147484076,left,0.003875255584716797,-0.20088325481968836,-0.49527584546022113,-9.596673370611667,-0.10290397838833845,0.6814761161804199,-0.05698641017079353,1.9567691510513423,-0.030038416385650635
1776556527034033000,0.756032958984375,-0.06973703835825833,-0.44496527314186096,-0.02106558787766374,-0.15994496643543243,-0.15417975165465653,0.9838584370571327,-0.31676988488909835,left,-0.024925529956817627,-0.16816221896625017,-0.6736934804372489,-9.644817516055703,-0.08835953581303657,0.5561701059341431,-0.05145564675331116,1.641346818590164,0.010178595781326294
1776556527074033000,0.796032958984375,-0.10032043373268358,-0.44098401069641113,-0.03629892789900448,-0.1159438043832779,-0.16484088358669755,0.9820700451625161,-0.34032323751535,left,-0.0574951171875,-0.1535320718913471,-0.97060502756536,-9.642568275824189,-0.08395363400641147,0.44013455510139465,-0.018084600567817688,1.4997272477217019,-0.025827467441558838
1776556527114032600,0.83603271484375,-0.10800031516259138,-0.4483581781387329,-0.04020474267068405,0.019309937953948975,-0.17105538114543098,0.9810920148730278,-0.35313695057608024,left,-0.03004312515258789,-0.14595434912249744,-1.0458244461353867,-9.645851535278558,-0.0811295834687676,0.35384273529052734,-0.004191093146800995,1.4262470009692012,-0.0525103360414505
1776556527154032600,0.87603271484375,-0.11340803875196748,-0.5135759711265564,-0.04341827146215331,0.054337117820978165,-0.18046659354194852,0.9797484858961725,-0.37180607301049984,left,-0.00410008430480957,-0.13186154149488594,-1.1001364665593951,-9.659068159726262,-0.07509623529171223,0.31067922711372375,0.021120116114616394,1.2893760859325527,-0.08483552932739258
1776556527194033000,0.916032958984375,-0.11077954001015519,-0.5857377052307129,-0.043563155436627754,0.15306761860847473,-0.19315309027603933,0.9781160063670369,-0.39594771023327957,left,-0.006070077419281006,-0.1083854343433951,-1.0777937749132513,-9.689345224568248,-0.06389940786372704,0.30245375633239746,0.038870349526405334,1.0608183093886823,-0.10875353217124939
1776556527234033000,0.956032958984375,-0.10583937196010801,-0.5971628427505493,-0.04279445837500167,0.13609567284584045,-0.20302921059823803,0.9767840805891492,-0.4144766819575121,left,0.005579471588134766,-0.08685191498567958,-1.0320880355972797,-9.715017425963282,-0.05329725238577932,0.32980576157569885,0.04328899085521698,0.8506560943003744,-0.11906303465366364
1776556527274033000,0.996032958984375,-0.09747421980763694,-0.587565541267395,-0.041215386429606767,0.13137726485729218,-0.21546672207919426,0.9748621170069368,-0.43789396133590874,left,-0.008425772190093994,-0.05826475846554202,-0.9527631544698029,-9.74353741800487,-0.03897622296276438,0.3205174505710602,0.046588700264692307,0.5710589988602325,-0.11602082848548889
1776556527314033000,1.036032958984375,-0.08633606737922724,-0.5358636975288391,-0.038828514311511714,0.17112892866134644,-0.22899167358457778,0.9723738144633478,-0.46375867224781153,left,0.028473734855651855,-0.02759003858151472,-0.8452944211367517,-9.766405667895079,-0.02332917170671775,0.33171573281288147,0.03143904730677605,0.2705316723877564,-0.12564609944820404
1776556527354032600,1.07603271484375,-0.07817410795080654,-0.46552959084510803,-0.03761135321715385,0.12696942687034607,-0.23776246768674478,0.9705358686255571,-0.48061069299296866,left,0.025075972080230713,-0.002883246636510464,-0.7658424064982682,-9.77665935088396,-0.010699439155725693,0.4917719066143036,0.013729274272918701,0.02827510705256136,-0.13458341360092163
1776556527394032600,1.11603271484375,-0.07226471806434578,-0.3285345435142517,-0.03792544989718937,0.09791014343500137,-0.2443593892472818,0.9689390023876945,-0.49322427250588413,left,-0.0028072595596313477,0.023745076513709048,-0.7078586387589574,-9.778297765740751,0.002687457960233781,0.5362957119941711,-0.00019400566816329956,-0.23283760928753763,-0.09167791903018951
1776556527434032600,1.15603271484375,-0.06717886098750044,-0.1397266536951065,-0.039523548486797636,0.1213575005531311,-0.2490841516423792,0.9674888337353919,-0.50206686337357,left,-0.026230216026306152,0.05644725998281494,-0.6572557019859552,-9.768945415505767,0.018981050806439307,0.4238949716091156,0.0015406981110572815,-0.5532644355051219,-0.05874117091298103
1776556527474033000,1.196032958984375,-0.06395149872305239,-0.0735606923699379,-0.039661096997354116,0.16840600967407227,-0.25002403106215293,0.9670797971457873,-0.5037502764197753,left,-0.02407097816467285,0.07001654202770975,-0.6251870775520801,-9.762624395790695,0.02591662771621465,0.2918417453765869,0.01647845283150673,-0.6860667128633707,-0.060042932629585266
1776556527514033000,1.236032958984375,-0.06069785514937803,-0.007394731044769287,-0.039796702893611695,0.21545450389385223,-0.2509516543566047,0.9666231815645165,-0.5054794553050631,left,-0.02210378646850586,0.08358032848675657,-0.5928006558733061,-9.754420631068944,0.03285093717977658,0.15978853404521942,0.03138379380106926,-0.8186888844143598,-0.06136307865381241
1776556527554033000,1.276032958984375,-0.04749075639278234,-0.07295360416173935,-0.03393599147133377,0.21408618986606598,-0.25197579865531244,0.9664560151566843,-0.508009841870959,left,0.042195260524749756,0.08741725741941002,-0.46377256329152733,-9.758189043691754,0.03632025904270803,-0.13019002974033356,0.05026184022426605,-0.8561788763098418,-0.05091609060764313
1776556527594032600,1.31603271484375,-0.04007724099878531,-0.07377279549837112,-0.0302081835550702,0.1270265281200409,-0.2532114289795617,0.9662520390423436,-0.5108630476248394,left,0.04388242959976196,0.08584074689779797,-0.3914715894514695,-9.762695707461237,0.03644869388657182,-0.113856241106987,0.039193447679281235,-0.8407765783861278,-0.05876215547323227
1776556527634032600,1.35603271484375,-0.03531346811562696,-0.050444915890693665,-0.0278921399448748,-0.020487159490585327,-0.2547939625037584,0.9658959494185065,-0.5143243572458568,left,0.022107064723968506,0.08522070475975997,-0.3449783895522356,-9.764968913090229,0.03670379350944526,-0.072136789560318,0.024737566709518433,-0.8347182281952351,-0.02640792727470398
1776556527674032600,1.39603271484375,-0.03549821919538209,-0.03456433117389679,-0.02811300540470719,-0.0545150525867939,-0.2558163633619677,0.9656077843378266,-0.5164299167405688,left,-0.016330063343048096,0.0859522948334048,-0.3467607063917443,-9.76429203674197,0.03700413793789718,-0.06138274073600769,0.03538838401436806,-0.8418664194494485,-0.040768422186374664
1776556527714033000,1.436032958984375,-0.03597407656661162,-0.05412093549966812,-0.02839433318779685,-0.0824785903096199,-0.25648037218283204,0.9654225764553459,-0.5177857594748312,left,0.016144216060638428,0.08616049000292698,-0.3514007872825488,-9.763950675958394,0.03702458855190426,-0.025295477360486984,0.031094498932361603,-0.8439005556255579,-0.04613858461380005
