time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1776870286643672800,-0.2593271484375,163.94029251779787,-1,-1,30.288705305971618,190.39090553964846,-1,19.083584244076782,3.3715637119534874,-97.74002433943657,-1
1776870287033183000,0.130182861328125,163.94433766044082,-1,-1,30.28870529811071,190.3949506822914,-1,19.107140546023828,3,-97.74002431146664,-1
1776870287093468000,0.190468017578125,163.9444578234047,-1,-1,30.288705292286746,190.39507084525528,-1,19.106293636305043,3,-97.74002435539157,-1
1776870292693121000,5.79012109375,163.9458345348444,-1,-1,30.28867487183222,190.396447556695,-1,26.0567328952602,3,-97.74003947612914,-1
1776870293129156000,6.226156005859375,163.73085297654475,-1,-1,30.288699465410534,190.18146599839534,-1,17.704122544846427,3,-97.74002563807831,-1
1776870299161679000,12.25867919921875,163.58270562819857,-1,-1,30.288679207100316,190.03331865004915,-1,22.3042846626467,3,-97.74003547328059,-1
1776870299674157000,12.771156982421875,163.52130772222174,-1,-1,30.28869788373713,189.97192074407232,-1,16.403791641943553,3,-97.74004909993579,-1
1776870305703208000,18.8002080078125,163.46980538312826,-1,-1,30.28867951170822,189.92041840497885,-1,21.566151104634688,3,-97.74004987512362,-1
1776870306143409000,19.240408935546874,163.41183503321707,-1,-1,30.288697296494647,189.86244805506766,-1,16.12089122957226,3,-97.74003608873936,-1
1776870312192930000,25.289929931640625,163.3586344257825,-1,-1,30.288678637516437,189.80924744763308,-1,21.859654898815183,3,-97.74004168249218,-1
1776870312663027000,25.76002685546875,163.3987946259991,-1,-1,30.288649139216492,189.8494076478497,-1,16.233395985348572,3,-97.74004101224293,-1
1776870318689900000,31.786900146484374,163.43719771109417,-1,-1,30.28864825722344,189.88781073294476,-1,21.603369596841212,3,-97.74004470258662,-1
1776870318820686800,31.917686767578125,163.30249954632328,7.779708445453115,-1,30.288632942100712,189.75311256817386,-1,18.052937912115212,26.548035081049477,-97.74004318039577,0.9034448266029358
1776870319819686400,32.916686279296876,157.65801622428296,7.570883540338735,-1,30.28865914284636,184.10862924613355,-1,14.818674126627954,7.46090877378252,-97.74005153183204,0.9034448266029358
1776870320819686400,33.916686279296876,157.5441662523403,7.44008923538185,-1,30.288655805509944,183.99477927419088,-1,14.376971318718843,7.422661871386255,-97.74005302317303,0.9034448266029358
1776870321822685200,34.91968530273437,157.4750619767761,7.365036342464199,-1,30.288653865417253,183.92567499862668,-1,14.03706771636768,7.451601824379756,-97.74005837260479,1.950250506401062
1776870322822684700,35.9196845703125,157.45831576015232,6.975124009404126,89.37803947534596,30.288654339957137,183.9089287820029,300.70169600048774,13.989260937700427,7.42343737471065,-97.74006762619989,3.0384111404418945
1776870323822684400,36.919684326171875,157.46170176129573,7.457517774051329,83.07841734986972,30.288668557904497,183.91231478314631,305.09274659511766,14.329366667248264,7.452523975513319,-97.74010182897601,3.5535738468170166
1776870324822683600,37.91968359375,157.4565136849899,7.610203869079929,85.3891858855256,30.28868444158972,183.90712670684047,300.4965073101703,14.00216192548087,7.425326470300888,-97.74013395044102,3.0384111404418945
1776870325822682400,38.919682373046875,157.46611947361538,7.736712074793457,89.68887517112142,30.288693274155673,183.91673249546596,294.977973667516,14.710858061829384,7.454028951686051,-97.74015871848071,2.904649019241333
1776870326822683000,39.91968286132813,157.4743736457567,7.696782890392614,-1,30.28869985364565,183.9249866676073,-1,15.542506760887537,7.4263090207252676,-97.74018174595255,2.245175838470459
1776870327822681300,40.91968139648438,157.42085456808914,7.355175274914253,-1,30.28869134351766,183.87146758993973,-1,16.64908933536276,7.454028121463357,-97.7401774570058,0.8169975876808167
1776870342967997200,56.0649970703125,163.2583243600149,-1,-1,30.288673627217054,189.7089373818655,-1,24.9401474222805,3,-97.74007336879858,-1
1776870343420686800,56.51768676757813,163.0921021663543,-1,-1,30.28867340242351,189.54271518820488,-1,17.347698085724502,3,-97.7400536748259,-1
