time,seconds_elapsed,steps
1776870226671917800,49.62691772460938,9
1776870229241462800,52.196462890625,15
1776870231810994200,54.765994140625,17
1776870234380516600,57.3355166015625,19
1776870236950021400,59.905021484375,27
1776870239519524900,62.47452490234375,31
1776870242089020200,65.04402026367187,32
1776870244658512100,67.61351220703125,32
1776870247228000800,70.18300073242187,36
