time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1776554595335434000,-6.41256591796875,130.15479583740233,-1,-1,30.28147627232503,156.60540885925292,-1,16.760207293716487,30,-97.73229651115959,-1
1776554601838955800,0.090955810546875,130.15479583740233,-1,-1,30.28147627232503,156.60540885925292,-1,16.760207293716487,30,-97.73229651115959,-1
1776554601841405000,0.093405029296875,133.3610442927648,-1,-1,30.281476285140826,159.8116573146154,-1,16.186539465740672,30,-97.7322964604671,-1
1776554601985025800,0.23702587890625,133.36491239579215,-1,-1,30.281476285094886,159.81552541764273,-1,16.18705848649207,30.000000000190493,-97.7322964605234,-1
1776554604382190800,2.63419091796875,133.3610442927648,-1,-1,30.281476308395668,159.8116573146154,-1,18.24095978675063,30,-97.73229648033923,-1
1776554606076340000,4.328340087890625,130.03389970895955,-1,-1,30.281476331275268,156.48451273081014,-1,18.391503009653263,30,-97.7322965055372,-1
1776554610441092900,8.6930927734375,130.03389970895955,-1,-1,30.281476356457016,156.48451273081014,-1,17.81476850042032,30,-97.73229652803377,-1
1776554611810011000,10.062010986328126,133.1636033392691,-1,-1,30.281476357543614,159.61421636111967,-1,17.467936634117848,30,-97.73229652840759,-1
1776554616078649000,14.330649169921875,130.10318245517618,-1,-1,30.28147626423303,156.55379547702677,-1,21.039315378599774,30,-97.73229386637676,-1
1776554617103370000,15.355369873046875,130.15478630065917,-1,-1,30.28147626318129,156.60539932250975,-1,21.76922048799573,30,-97.73229383637185,-1
1776554617404894000,15.65689404296875,130.15478630065917,-1,-1,30.28147626309436,156.60539932250975,-1,21.798310505559222,30,-97.73229383389196,-1
1776554621213566000,19.46556591796875,130.15479583740233,-1,-1,30.2814763786766,156.60540885925292,-1,16.955921103116236,30,-97.73229693545395,-1
1776554626086902000,24.338902099609374,142.65479278564453,-1,-1,30.28147637285614,169.10540580749512,-1,17.37502900591013,1087.2599853515624,-97.7322967304994,-1
1776554627789207800,26.041207763671874,142.65479278564453,-1,-1,30.28147637189246,169.10540580749512,-1,17.715887465896426,1510.1639794921873,-97.7322966965653,-1
1776554631809222000,30.061221923828125,133.1636033392691,-1,-1,30.281476369697717,159.61421636111967,-1,17.882038243149246,30,-97.73229661928231,-1
1776554632115035100,30.36703515625,142.65479278564453,-1,-1,30.281476369683475,169.10540580749512,-1,17.91078528929822,1087.2599853515624,-97.73229661878102,-1
1776554636839628000,35.0916279296875,142.65479278564453,-1,-1,30.281476368380165,169.10540580749512,-1,17.742866120329435,1510.1639794921873,-97.73229657288798,-1
1776554637806363100,36.05836303710937,133.1636033392691,-1,-1,30.281476368299597,159.61421636111967,-1,17.965789597405177,30,-97.73229657005105,-1
1776554638538820000,36.79082006835937,142.65479278564453,-1,-1,30.281476368264293,169.10540580749512,-1,17.925980644369048,1087.2599853515624,-97.73229656880781,-1
1776554642884276000,41.13627587890625,142.65479278564453,-1,-1,30.281476367759563,169.10540580749512,-1,17.456718373286606,1510.1639794921873,-97.73229655103468,-1
1776554643805315000,42.05731518554688,133.1636033392691,-1,-1,30.281476367732026,159.61421636111967,-1,17.40934419435191,30,-97.73229655006504,-1
