time,seconds_elapsed,z,y,x
1776555956399097000,0.11709716796875,-289.8866882324219,57.47113037109375,-50.13128662109375
1776555956409215200,0.12721533203125,-289.2185363769531,57.787200927734375,-49.64979553222656
1776555956419333000,0.1373330078125,-289.5728454589844,57.08306884765625,-50.4248046875
1776555956429450200,0.1474501953125,-289.94622802734375,56.879669189453125,-50.75379943847656
1776555956439567400,0.1575673828125,-290.3974609375,56.769439697265625,-51.25236511230469
1776555956449685200,0.167685302734375,-289.66241455078125,56.78791809082031,-50.67108154296875
1776555956459803400,0.177803466796875,-290.4666748046875,56.14335632324219,-51.24302673339844
1776555956469921000,0.187921142578125,-289.9010925292969,56.503204345703125,-50.970794677734375
1776555956480038100,0.1980380859375,-290.1259765625,56.390045166015625,-51.63433837890625
1776555956490155300,0.2081552734375,-290.7513732910156,56.74114990234375,-51.7786865234375
1776555956500274200,0.218274169921875,-291.39459228515625,56.8372802734375,-52.24684143066406
1776555956510392000,0.22839208984375,-290.6364440917969,56.86083984375,-52.14555358886719
1776555956520509200,0.23850927734375,-293.96490478515625,56.61576843261719,-54.693267822265625
1776555956530626300,0.248626220703125,-292.99700927734375,56.9234619140625,-53.85264587402344
1776555956540745200,0.2587451171875,-291.98553466796875,57.61198425292969,-52.865203857421875
1776555956550863400,0.26886328125,-292.3664245605469,57.9178466796875,-53.29298400878906
1776555956560980200,0.278980224609375,-292.53662109375,58.12663269042969,-53.929290771484375
1776555956571098400,0.289098388671875,-293.1475524902344,58.72489929199219,-54.51765441894531
1776555956581217300,0.29921728515625,-292.6800537109375,59.09881591796875,-54.27742004394531
1776555956591335400,0.30933544921875,-292.9809875488281,59.42138671875,-55.02919006347656
1776555956601452000,0.3194521484375,-293.2238464355469,59.973052978515625,-54.89093017578125
1776555956611570200,0.329570068359375,-294.2772521972656,60.103179931640625,-55.730499267578125
1776555956621688000,0.33968798828125,-295.9041442871094,60.17851257324219,-57.26814270019531
1776555956631806200,0.34980615234375,-294.69384765625,60.64288330078125,-56.543060302734375
1776555956641924000,0.359924072265625,-294.5379638671875,61.10676574707031,-56.6339111328125
1776555956652040200,0.370040283203125,-294.730712890625,61.645751953125,-57.37101745605469
1776555956662156300,0.38015625,-294.955078125,62.205780029296875,-57.67608642578125
1776555956672273200,0.390273193359375,-295.97747802734375,62.18853759765625,-58.8402099609375
1776555956682392000,0.40039208984375,-295.2413330078125,63.04222106933594,-59.00120544433594
1776555956692509200,0.41050927734375,-295.7591552734375,63.433074951171875,-59.73643493652344
1776555956702628000,0.420628173828125,-297.372314453125,63.65336608886719,-61.44062805175781
1776555956712745200,0.4307451171875,-296.65283203125,64.34248352050781,-61.489288330078125
1776555956722862300,0.4408623046875,-296.59051513671875,64.56065368652344,-62.263671875
1776555956732980200,0.450980224609375,-297.09222412109375,65.01911926269531,-62.74250793457031
1776555956743098400,0.461098388671875,-298.24005126953125,65.2757568359375,-64.14785766601562
1776555956753215200,0.47121533203125,-299.4367980957031,65.48381042480469,-66.19938659667969
1776555956763332000,0.48133203125,-297.8118591308594,66.33901977539062,-65.74588012695312
1776555956773448200,0.4914482421875,-297.76214599609375,66.91581726074219,-66.14840698242188
1776555956783565300,0.5015654296875,-298.2864685058594,67.38827514648438,-66.33409118652344
1776555956793682400,0.511682373046875,-298.4919738769531,67.62142944335938,-66.91706848144531
1776555956803798300,0.52179833984375,-299.4932556152344,67.31556701660156,-67.74267578125
1776555956813916200,0.531916259765625,-298.09735107421875,67.46321105957031,-66.90716552734375
1776555956824034300,0.542034423828125,-297.40484619140625,67.31327819824219,-66.52099609375
1776555956834152200,0.552152099609375,-297.4376220703125,67.33860778808594,-66.71774291992188
1776555956844271000,0.56227099609375,-299.23333740234375,67.25726318359375,-68.60003662109375
1776555956854387200,0.57238720703125,-299.77789306640625,67.47160339355469,-69.58293151855469
1776555956864505300,0.58250537109375,-298.9990539550781,67.89912414550781,-69.48860168457031
1776555956874622500,0.59262255859375,-299.5552673339844,68.04705810546875,-70.41030883789062
1776555956884738300,0.60273828125,-299.57745361328125,68.17503356933594,-70.80058288574219
1776555956894855200,0.612855224609375,-298.9259948730469,68.65884399414062,-70.49285888671875
1776555956904972300,0.62297216796875,-300.0113525390625,68.6517333984375,-71.56875610351562
1776555956915089200,0.633089111328125,-300.19317626953125,68.83871459960938,-71.91175842285156
1776555956925205200,0.643205322265625,-299.04766845703125,69.63175964355469,-71.776611328125
1776555956935323100,0.6533232421875,-299.6511535644531,69.7972412109375,-72.67243957519531
1776555956945441300,0.663441162109375,-300.06939697265625,69.76982116699219,-72.88233947753906
1776555956955558400,0.673558349609375,-300.094970703125,69.85325622558594,-73.182861328125
1776555956965675000,0.683675048828125,-299.3594970703125,70.16036987304688,-72.44781494140625
1776555956975792000,0.693792236328125,-300.9160461425781,69.77716064453125,-73.62745666503906
1776555956985910300,0.70391015625,-300.73358154296875,69.82159423828125,-72.85261535644531
1776555956996027100,0.714027099609375,-299.6884765625,69.66944885253906,-71.66009521484375
1776555957006145300,0.724145263671875,-299.66265869140625,69.60302734375,-70.86936950683594
1776555957016263200,0.73426318359375,-299.2947692871094,69.04595947265625,-70.37712097167969
1776555957026380300,0.74438037109375,-299.38580322265625,68.62893676757812,-70.35272216796875
1776555957036497200,0.7544970703125,-299.27850341796875,67.68948364257812,-70.39552307128906
1776555957046614300,0.7646142578125,-300.4598083496094,66.97392272949219,-71.34738159179688
1776555957056732200,0.774732177734375,-298.5044860839844,66.93917846679688,-69.60911560058594
1776555957066849300,0.784849365234375,-298.890869140625,66.50682067871094,-69.71791076660156
1776555957076967200,0.79496728515625,-300.24560546875,66.03581237792969,-71.08671569824219
1776555957087085300,0.805085205078125,-301.4495849609375,65.7125244140625,-71.998046875
1776555957097202200,0.8152021484375,-298.341552734375,66.17076110839844,-69.8843994140625
1776555957107319000,0.825319091796875,-298.5370788574219,65.91537475585938,-69.633056640625
1776555957117436200,0.835436279296875,-300.48681640625,65.843017578125,-70.88473510742188
1776555957127553300,0.84555322265625,-298.32965087890625,65.61671447753906,-68.70460510253906
1776555957137671200,0.855671142578125,-298.84234619140625,65.62228393554688,-69.12110900878906
1776555957147788300,0.865788330078125,-298.88275146484375,65.06893920898438,-68.67918395996094
1776555957157906200,0.87590625,-298.95758056640625,65.23896789550781,-68.17922973632812
1776555957168024300,0.8860244140625,-298.44903564453125,64.95899963378906,-67.57832336425781
1776555957178142200,0.89614208984375,-298.29693603515625,64.98721313476562,-67.28581237792969
1776555957188259000,0.906259033203125,-298.5116882324219,64.80409240722656,-67.30906677246094
1776555957198377200,0.916377197265625,-297.7615051269531,64.46354675292969,-66.52919006347656
1776555957208495000,0.9264951171875,-298.98455810546875,63.86210632324219,-67.34024047851562
1776555957218613000,0.936613037109375,-297.83837890625,63.89366149902344,-66.68887329101562
1776555957228729900,0.946729736328125,-298.6628723144531,63.618133544921875,-67.42678833007812
1776555957238846700,0.9568466796875,-298.887451171875,63.6810302734375,-68.01156616210938
1776555957248963800,0.9669638671875,-298.76849365234375,64.04058837890625,-68.24055480957031
1776555957259081000,0.9770810546875,-298.8390197753906,64.0594482421875,-68.656982421875
1776555957269197000,0.987197021484375,-298.97003173828125,64.78759765625,-69.17475891113281
1776555957279315000,0.99731494140625,-298.8721008300781,64.91796875,-69.55726623535156
1776555957289433000,1.00743310546875,-300.39813232421875,64.86076354980469,-70.51260375976562
1776555957299551000,1.017551025390625,-300.7485656738281,64.38592529296875,-70.75570678710938
1776555957309668900,1.0276689453125,-298.33172607421875,64.35379028320312,-68.61888122558594
1776555957319785700,1.03778564453125,-298.73681640625,63.863861083984375,-68.74557495117188
1776555957329905000,1.04790478515625,-298.9334716796875,63.08079528808594,-68.331298828125
1776555957340024000,1.058024169921875,-298.65545654296875,62.623565673828125,-67.99253845214844
1776555957350143000,1.06814306640625,-298.34759521484375,62.03242492675781,-67.71617126464844
1776555957360260900,1.0782607421875,-297.8588562011719,61.319427490234375,-67.62055969238281
1776555957370380000,1.088380126953125,-297.61956787109375,60.82417297363281,-67.35311889648438
1776555957380499000,1.0984990234375,-297.5239562988281,60.19923400878906,-67.29588317871094
1776555957390616000,1.108615966796875,-297.52685546875,59.675048828125,-67.29171752929688
1776555957400734000,1.11873388671875,-297.79132080078125,59.318389892578125,-67.09562683105469
1776555957410851800,1.128851806640625,-297.7813720703125,58.9715576171875,-66.81153869628906
1776555957420970000,1.138969970703125,-298.0304870605469,58.554840087890625,-67.29556274414062
1776555957431087900,1.149087890625,-297.75518798828125,58.55780029296875,-66.96200561523438
1776555957441206000,1.1592060546875,-297.28839111328125,58.36210632324219,-66.7181396484375
1776555957451323000,1.169322998046875,-297.04473876953125,58.179656982421875,-66.45011901855469
1776555957461440800,1.179440673828125,-297.886474609375,58.2227783203125,-67.06756591796875
1776555957471560000,1.189559814453125,-298.20477294921875,57.95603942871094,-67.37063598632812
1776555957481680000,1.199679931640625,-297.8541259765625,58.139617919921875,-67.25039672851562
1776555957491798000,1.209798095703125,-297.8784484863281,58.24021911621094,-67.5423583984375
1776555957501916000,1.219916015625,-297.781494140625,58.98310852050781,-67.82618713378906
1776555957512034800,1.230034912109375,-297.7640380859375,59.31092834472656,-67.82550048828125
1776555957522153700,1.24015380859375,-297.7984313964844,59.376495361328125,-68.42182922363281
1776555957532271900,1.25027197265625,-298.17718505859375,59.50787353515625,-68.49394226074219
1776555957542389800,1.2603896484375,-298.057373046875,59.18330383300781,-68.8065185546875
1776555957552508000,1.2705078125,-297.38690185546875,59.33404541015625,-68.5291748046875
1776555957562625800,1.280625732421875,-298.049072265625,58.8121337890625,-69.04025268554688
1776555957572745000,1.290744873046875,-298.2456970214844,58.14784240722656,-69.1712646484375
1776555957582862800,1.30086279296875,-297.5889892578125,57.609588623046875,-69.0252685546875
1776555957592981800,1.310981689453125,-297.83831787109375,56.84571838378906,-69.0057373046875
1776555957603100000,1.321099853515625,-297.875,56.03654479980469,-68.87759399414062
1776555957613217800,1.3312177734375,-297.39208984375,56.30012512207031,-68.43370056152344
1776555957623335000,1.3413349609375,-297.25225830078125,56.30267333984375,-68.43115234375
1776555957633452800,1.351452880859375,-297.00189208984375,56.40867614746094,-68.45289611816406
1776555957643571000,1.361571044921875,-297.54315185546875,56.85548400878906,-69.17726135253906
1776555957653688000,1.37168798828125,-298.4974365234375,57.06428527832031,-70.31990051269531
1776555957663806000,1.381805908203125,-297.85748291015625,57.74696350097656,-70.705322265625
1776555957673922800,1.3919228515625,-298.00091552734375,58.15126037597656,-71.28329467773438
1776555957684040000,1.4020400390625,-298.511962890625,58.11347961425781,-71.47836303710938
1776555957694156000,1.412156005859375,-297.9332275390625,58.06205749511719,-71.97758483886719
1776555957704273000,1.42227294921875,-298.9710388183594,58.06669616699219,-73.28923034667969
1776555957714389800,1.4323896484375,-298.3114318847656,57.881195068359375,-73.10916137695312
1776555957724507000,1.4425068359375,-298.4801025390625,57.25205993652344,-74.02548217773438
1776555957734624800,1.452624755859375,-297.7087097167969,57.105133056640625,-74.32424926757812
1776555957744742000,1.462741943359375,-298.27569580078125,56.65071105957031,-75.63308715820312
1776555957754860000,1.472860107421875,-297.93182373046875,56.0416259765625,-77.36305236816406
1776555957764978000,1.48297802734375,-297.3953552246094,55.68556213378906,-78.79609680175781
1776555957775096000,1.493095947265625,-296.66082763671875,54.876922607421875,-80.22531127929688
1776555957785214000,1.5032138671875,-295.2782897949219,54.24613952636719,-81.06809997558594
1776555957795331000,1.5133310546875,-295.97607421875,53.89503479003906,-83.6072998046875
1776555957805447000,1.523447021484375,-295.24151611328125,53.47309875488281,-85.24638366699219
1776555957815564000,1.53356396484375,-294.1693115234375,53.5340576171875,-86.41697692871094
1776555957825682000,1.543681884765625,-293.37457275390625,53.40370178222656,-88.21759033203125
1776555957835799000,1.553799072265625,-292.9653625488281,53.59452819824219,-90.04910278320312
1776555957845916000,1.563916015625,-291.84600830078125,53.94880676269531,-91.633056640625
1776555957856032800,1.57403271484375,-291.7699890136719,54.096649169921875,-93.74687194824219
1776555957866151000,1.58415087890625,-291.37738037109375,54.528533935546875,-95.68505859375
1776555957876268800,1.594268798828125,-290.42047119140625,55.45184326171875,-97.60838317871094
1776555957886386000,1.604385986328125,-289.171875,55.948333740234375,-98.86904907226562
1776555957896503800,1.61450390625,-288.32305908203125,56.746612548828125,-101.05685424804688
1776555957906621000,1.624620849609375,-287.36651611328125,57.84033203125,-102.30119323730469
1776555957916739000,1.634739013671875,-286.8623046875,58.499114990234375,-103.71464538574219
1776555957926855700,1.644855712890625,-286.85308837890625,59.52961730957031,-104.70767211914062
1776555957936972800,1.654972900390625,-286.9967041015625,60.78009033203125,-105.67451477050781
1776555957947090000,1.66508984375,-286.56085205078125,61.664764404296875,-105.74276733398438
1776555957957207800,1.675207763671875,-286.52508544921875,62.89759826660156,-106.39329528808594
1776555957967326000,1.685325927734375,-285.8938903808594,63.97276306152344,-106.107177734375
1776555957977443000,1.695443115234375,-286.4605712890625,65.20932006835938,-107.02740478515625
1776555957987559700,1.7055595703125,-286.5478515625,66.64018249511719,-107.02928161621094
1776555957997675800,1.71567578125,-287.062744140625,67.58160400390625,-106.90931701660156
1776555958007794000,1.7257939453125,-287.1117248535156,69.44895935058594,-106.38459777832031
1776555958017910000,1.735909912109375,-287.6033935546875,70.79193115234375,-105.72004699707031
1776555958028028000,1.74602783203125,-288.44219970703125,71.72743225097656,-105.26419067382812
1776555958038144800,1.756144775390625,-289.50274658203125,72.97950744628906,-104.98423767089844
1776555958048262000,1.766261962890625,-289.6513671875,74.15397644042969,-104.05972290039062
1776555958058379000,1.77637890625,-289.9632568359375,75.1407470703125,-103.507568359375
1776555958068497000,1.786496826171875,-289.8791198730469,76.03962707519531,-102.83934020996094
1776555958078615000,1.796614990234375,-290.92913818359375,76.70541381835938,-103.30233764648438
1776555958088732000,1.80673193359375,-290.8089294433594,77.13490295410156,-102.79254150390625
1776555958098848800,1.816848876953125,-290.60772705078125,78.12368774414062,-102.39515686035156
1776555958108966000,1.8269658203125,-290.614013671875,78.91218566894531,-102.17849731445312
1776555958119083000,1.8370830078125,-290.22943115234375,79.99119567871094,-101.842041015625
1776555958129199900,1.847199951171875,-290.16357421875,80.78932189941406,-100.6239013671875
1776555958139316700,1.857316650390625,-291.34356689453125,81.05882263183594,-100.53004455566406
1776555958149435000,1.867434814453125,-292.25469970703125,81.54901123046875,-99.57028198242188
1776555958159552800,1.877552734375,-292.3231201171875,81.80950927734375,-98.40065002441406
1776555958169670000,1.887669921875,-293.6340637207031,81.7369384765625,-97.86744689941406
1776555958179787000,1.897787109375,-293.43316650390625,81.23504638671875,-96.62730407714844
1776555958189904000,1.90790380859375,-293.729736328125,80.84188842773438,-95.97160339355469
1776555958200019700,1.918019775390625,-295.00341796875,79.9285888671875,-95.54556274414062
1776555958210136800,1.92813671875,-294.78515625,78.96588134765625,-94.9517822265625
1776555958220254500,1.93825439453125,-295.1268310546875,78.01573181152344,-94.65888977050781
1776555958230370300,1.948370361328125,-296.4659118652344,76.28630065917969,-95.58377075195312
1776555958240487400,1.9584873046875,-295.60693359375,75.49131774902344,-95.35736083984375
1776555958250605300,1.968605224609375,-294.43194580078125,74.99282836914062,-95.36734008789062
1776555958260722400,1.978722412109375,-294.57208251953125,74.25015258789062,-96.72976684570312
1776555958270839600,1.988839599609375,-293.38836669921875,73.89706420898438,-97.48187255859375
1776555958280955400,1.998955322265625,-292.37060546875,73.46983337402344,-98.71719360351562
1776555958291071500,2.009071533203125,-292.0827941894531,72.83993530273438,-100.42396545410156
1776555958301188400,2.019188232421875,-291.16217041015625,72.50007629394531,-102.04974365234375
1776555958311305200,2.02930517578125,-289.72235107421875,72.25582885742188,-103.0938720703125
1776555958321423400,2.03942333984375,-289.05780029296875,72.04029846191406,-104.17807006835938
1776555958331540200,2.049540283203125,-287.6014404296875,71.87835693359375,-105.18768310546875
1776555958341658400,2.059658447265625,-286.76953125,72.05775451660156,-106.17227172851562
1776555958351776300,2.0697763671875,-285.7474365234375,71.92735290527344,-106.91412353515625
1776555958361893400,2.079893310546875,-286.2538146972656,71.73667907714844,-108.41758728027344
1776555958372011500,2.090011474609375,-285.15386962890625,71.38035583496094,-108.65704345703125
1776555958382129400,2.10012939453125,-284.48822021484375,70.88629150390625,-108.89276123046875
1776555958392247600,2.11024755859375,-283.72113037109375,70.40594482421875,-109.41142272949219
1776555958402366500,2.120366455078125,-282.98095703125,69.95921325683594,-109.68545532226562
1776555958412483300,2.1304833984375,-282.8631591796875,68.89762878417969,-110.60197448730469
1776555958422601500,2.1406015625,-281.477294921875,68.01589965820312,-110.50186157226562
1776555958432717300,2.15071728515625,-280.77630615234375,66.94734191894531,-110.95909118652344
1776555958442833400,2.16083349609375,-281.1778259277344,65.69993591308594,-112.24360656738281
1776555958452948200,2.1709482421875,-279.48577880859375,64.7503662109375,-111.85263061523438
1776555958463065300,2.1810654296875,-279.8128356933594,63.5723876953125,-113.03981018066406
1776555958473181200,2.19118115234375,-279.83172607421875,62.712799072265625,-114.13392639160156
1776555958483298300,2.20129833984375,-276.27447509765625,62.07514953613281,-112.73594665527344
1776555958493416200,2.211416259765625,-275.7553405761719,61.31153869628906,-113.2152099609375
1776555958503533300,2.221533203125,-275.69891357421875,60.359619140625,-113.78451538085938
1776555958513651500,2.2316513671875,-275.43988037109375,60.17234802246094,-113.91021728515625
1776555958523770400,2.241770263671875,-274.0741882324219,59.62174987792969,-113.35517883300781
1776555958533888300,2.25188818359375,-274.1881103515625,58.88542175292969,-113.51406860351562
1776555958544005400,2.26200537109375,-273.0556640625,58.929168701171875,-113.06315612792969
1776555958554122500,2.27212255859375,-273.16192626953125,58.57403564453125,-113.41055297851562
1776555958564240400,2.282240478515625,-273.13604736328125,58.1920166015625,-113.80430603027344
1776555958574357200,2.292357177734375,-272.47216796875,58.24383544921875,-113.79838562011719
1776555958584476200,2.30247607421875,-272.322998046875,58.633331298828125,-113.93685913085938
1776555958594592300,2.31259228515625,-272.2811279296875,59.522857666015625,-114.52058410644531
1776555958604710400,2.32271044921875,-273.3018798828125,61.101806640625,-115.7955322265625
1776555958614826500,2.332826416015625,-272.81494140625,63.33935546875,-115.76010131835938
1776555958624943400,2.342943359375,-272.72027587890625,65.86094665527344,-116.24139404296875
1776555958635060200,2.353060302734375,-272.3508605957031,68.47422790527344,-116.62159729003906
1776555958645177300,2.36317724609375,-271.51019287109375,70.37203979492188,-116.27944946289062
1776555958655294500,2.37329443359375,-272.73016357421875,71.38264465332031,-116.37510681152344
1776555958665411300,2.383411376953125,-274.33203125,72.16239929199219,-116.29899597167969
1776555958675528200,2.393528076171875,-275.5080871582031,72.77796936035156,-115.568603515625
1776555958685645300,2.403645263671875,-276.79241943359375,73.41217041015625,-114.55917358398438
1776555958695763500,2.413763427734375,-278.21282958984375,74.15444946289062,-113.78164672851562
1776555958705879600,2.423879638671875,-279.7092590332031,75.25405883789062,-113.42533874511719
1776555958715996200,2.43399609375,-280.0150146484375,76.71220397949219,-112.57156372070312
1776555958726112300,2.4441123046875,-280.1346130371094,78.38742065429688,-112.18511962890625
1776555958736229400,2.4542294921875,-280.7037353515625,79.81242370605469,-111.93386840820312
1776555958746347500,2.464347412109375,-280.8465881347656,81.57447814941406,-111.58647155761719
1776555958756464000,2.474464111328125,-280.7857971191406,82.96394348144531,-110.52336120605469
1776555958766582300,2.484582275390625,-281.861572265625,83.77401733398438,-110.07887268066406
1776555958776699400,2.494699462890625,-281.832763671875,84.33027648925781,-108.94950866699219
1776555958786815500,2.5048154296875,-282.603515625,84.65348815917969,-108.39738464355469
1776555958796932400,2.514932373046875,-283.3193359375,84.40206909179688,-108.12721252441406
1776555958807049200,2.52504931640625,-283.8258056640625,83.61988830566406,-108.06364440917969
1776555958817168100,2.535168212890625,-284.23779296875,82.5263671875,-107.84677124023438
1776555958827286300,2.545286376953125,-284.0899658203125,81.23670959472656,-108.22879028320312
