time,seconds_elapsed,relativeAltitude,pressure
1776555955840106000,-0.44189404296875,0,1003.4738159179688
1776555956844260900,0.5622607421875,-0.03963470458984375,1003.4786987304688
1776555957848324000,1.566323974609375,-0.0819091796875,1003.4835815429688
1776555958852480000,2.57047998046875,-0.2695159912109375,1003.5060882568359
1776555959856639000,3.574638916015625,-0.430694580078125,1003.5252380371094
1776555960860795100,4.578795166015625,-0.5178909301757812,1003.5356903076172
1776555961408041000,5.126041015625,-0.7054977416992188,1003.5580444335938
1776555962412295000,6.130294921875,-0.7054977416992188,1003.5580444335938
1776555963416368000,7.1343681640625,-0.7054977416992188,1003.5580444335938
1776555964420527000,8.138527099609375,-0.7002105712890625,1003.5572814941406
1776555965424682000,9.142681884765626,-0.6949310302734375,1003.5569000244141
1776555966429032200,10.1470322265625,-0.583953857421875,1003.5434722900391
1776555967433078000,11.151078125,-0.583953857421875,1003.5434722900391
1776555968437143000,12.15514306640625,-0.5760269165039062,1003.5426330566406
1776555969441284900,13.159284912109374,-0.5337448120117188,1003.5376739501953
1776555970445522200,14.163522216796874,-0.5337448120117188,1003.5376739501953
1776555971449663000,15.1676630859375,-0.5601730346679688,1003.5406494140625
1776555972453725000,16.171724853515624,-0.5601730346679688,1003.5406494140625
1776555973457862000,17.17586181640625,-0.457122802734375,1003.5284423828125
1776555974462096000,18.180095947265624,-0.45183563232421875,1003.5279083251953
1776555975466223900,19.184223876953126,-0.43862152099609375,1003.5260772705078
1776555976470274000,20.188274169921876,-0.32764434814453125,1003.5129547119141
1776555977474403800,21.19240380859375,-0.32764434814453125,1003.5129547119141
1776555978478709000,22.196708984375,-0.40427398681640625,1003.5222625732422
1776555979482674000,23.200673828125,-0.4254150390625,1003.5246276855469
1776555980486813200,24.204813232421873,-0.45447540283203125,1003.5281372070312
1776555981490816000,25.20881591796875,-0.5865936279296875,1003.5437774658203
1776555982495188000,26.21318798828125,-0.6949310302734375,1003.5567474365234
1776555983498945000,27.216945068359376,-0.74249267578125,1003.5623168945312
1776555984503082000,28.22108203125,-0.811187744140625,1003.570556640625
1776555985507221000,29.225220947265626,-0.9036712646484375,1003.5816955566406
1776555986511291100,30.229291015625,-0.9670867919921875,1003.5892486572266
1776555987515483000,31.23348291015625,-0.9776535034179688,1003.5903930664062
1776555988519615000,32.23761499023438,-1.0225753784179688,1003.5959625244141
1776555989523750100,33.241750244140626,-1.0225753784179688,1003.5959625244141
1776555990527879000,34.24587890625,-1.0727767944335938,1003.6017608642578
1776555991532008000,35.250008056640624,-1.1124114990234375,1003.6064147949219
1776555992536133000,36.254133056640626,-1.2524566650390625,1003.6233520507812
1776555993540305000,37.25830493164062,-1.33172607421875,1003.6325836181641
1776555994544380000,38.2623798828125,-1.5457534790039062,1003.6581420898438
1776555995548511000,39.26651098632812,-1.75714111328125,1003.6835479736328
1776555996552632000,40.27063208007812,-1.8284835815429688,1003.6917114257812
1776555997556758000,41.27475805664063,-1.8601913452148438,1003.6957550048828
1776555998560889900,42.27888989257813,-1.9130401611328125,1003.7017822265625
1776555999565008000,43.2830078125,-1.9130401611328125,1003.7017822265625
1776556000569132000,44.28713208007812,-1.8179168701171875,1003.6907958984375
1776556001573258000,45.29125805664062,-1.80206298828125,1003.6887359619141
1776556002577677000,46.29567700195312,-1.7148666381835938,1003.6782836914062
1776556003581507000,47.29950708007812,-1.4849853515625,1003.6509704589844
1776556004585629000,48.30362890625,-1.2841644287109375,1003.6268615722656
1776556005589759000,49.307759033203126,-0.99615478515625,1003.5928344726562
1776556006593977000,50.31197705078125,-0.5126113891601562,1003.5349273681641
1776556007598007000,51.31600708007812,-0.03963470458984375,1003.4787750244141
1776556008602130000,52.3201298828125,0.27216339111328125,1003.4415435791016
1776556009606241000,53.32424096679687,0.6737899780273438,1003.3934783935547
1776556010610445000,54.32844506835937,0.8983917236328125,1003.3667755126953
1776556011614482000,55.33248193359375,0.9327392578125,1003.3627319335938
1776556012618600000,56.33659985351562,1.0437164306640625,1003.3495330810547
1776556013622716000,57.3407158203125,1.2577438354492188,1003.3241271972656
1776556014626920000,58.344919921875,1.2577438354492188,1003.3241271972656
1776556015630955000,59.348955078125,1.2577438354492188,1003.3241271972656
1776556016635068000,60.35306787109375,1.2471771240234375,1003.3252716064453
1776556017639483000,61.35748291015625,1.154693603515625,1003.336181640625
1776556018643662800,62.36166284179688,0.8772506713867188,1003.3695220947266
1776556019647706000,63.3657060546875,0.7054977416992188,1003.3896636962891
1776556020651825000,64.36982495117188,0.61566162109375,1003.4007263183594
1776556021655946000,65.37394604492188,0.43334197998046875,1003.4220886230469
1776556022660130000,66.37813012695312,0.24573516845703125,1003.4447479248047
1776556023664185000,67.38218505859375,0.1374053955078125,1003.4577178955078
1776556024668307000,68.38630688476563,0.0105743408203125,1003.4725952148438
1776556025672440000,69.39044018554688,-0.15325164794921875,1003.4922027587891
1776556026676616000,70.39461596679688,-0.24837493896484375,1003.5035705566406
1776556027680695000,71.39869506835937,-0.3144378662109375,1003.5114288330078
1776556028684814800,72.40281494140625,-0.44919586181640625,1003.5276031494141
1776556029689027000,73.40702709960938,-0.5628128051757812,1003.5409545898438
1776556030693153000,74.41115307617187,-0.5680999755859375,1003.5415649414062
1776556031697280800,75.41528076171875,-0.6341552734375,1003.5495758056641
1776556032701325000,76.41932495117187,-0.6341552734375,1003.5495758056641
1776556033705443800,77.42344384765624,-0.6103744506835938,1003.5466766357422
